tipoCurto,n,m1,m2,m3,A_I800,B_I800,C_I800,A_I800A,B_I800A,C_I800A,A_V802,B_V802,C_V802,A_V802A,B_V802A,C_V802A,A_V806,B_V806,C_V806,A_V806A,B_V806A,C_V806A,A_V808,B_V808,C_V808,A_V808A,B_V808A,C_V808A,A_V812,B_V812,C_V812,A_V812A,B_V812A,C_V812A,A_V814,B_V814,C_V814,A_V814A,B_V814A,C_V814A,A_V816,B_V816,C_V816,A_V816A,B_V816A,C_V816A,A_V818,B_V818,C_V818,A_V818A,B_V818A,C_V818A,A_V820,B_V820,C_V820,A_V820A,B_V820A,C_V820A,A_V822,B_V822,C_V822,A_V822A,B_V822A,C_V822A,A_V824,B_V824,C_V824,A_V824A,B_V824A,C_V824A,A_V828,B_V828,C_V828,A_V828A,B_V828A,C_V828A,A_V830,B_V830,C_V830,A_V830A,B_V830A,C_V830A,A_V832,B_V832,C_V832,A_V832A,B_V832A,C_V832A,A_V850,B_V850,C_V850,A_V850A,B_V850A,C_V850A,A_V852,B_V852,C_V852,A_V852A,B_V852A,C_V852A,A_V854,B_V854,C_V854,A_V854A,B_V854A,C_V854A,A_VRG10,B_VRG10,C_VRG10,A_VRG10A,B_VRG10A,C_VRG10A,A_VRG11,B_VRG11,C_VRG11,A_VRG11A,B_VRG11A,C_VRG11A
1,11,0.5,0.5,0.5,21347.3006,21347.3006,21347.3006,0,-2.0943951,2.0943951,20820.6505,21420.9194,21351.4008,-6.41597314e-05,-2.09999972,2.1002672,20467.6076,21471.6527,21355.1184,-0.000130029428,-2.10373167,2.10421968,13885.5037,22484.4683,21493.5878,-0.0020370171,-2.16981905,2.17785164,6225.50759,23790.2361,21788.2161,-0.00969235699,-2.23855899,2.26228447,146.431873,25117.6442,22119.5963,-0.217459972,-2.28826253,2.32565787,86.0020308,25128.1116,22122.4168,-0.275664008,-2.28877926,2.32637619,0.0050263804,0,0,-0.763492005,0,0,0.00498673448,0,0,-0.763678707,0,0,0.00498169595,0,0,-0.763694038,0,0,44.3924228,24908.7093,22016.6068,1.34357614,-2.29526583,2.32335391,48.4755304,24892.5113,22008.4499,1.49208327,-2.29579601,2.32312424,226.403581,24499.5952,21811.545,2.27817536,-2.30885225,2.31756705,647.365669,25022.4426,22651.7896,2.38483285,-2.33332212,2.30687849,158.714731,25118.0382,22119.682,-0.21836122,-2.28827889,2.32567985,588.4329,23831.0594,21445.5697,2.38482682,-2.33331607,2.30688111,231.132676,24489.8,21806.7882,2.28145062,-2.30918462,2.31742285,161.074123,25117.6441,22119.5962,-0.217456474,-2.28826253,2.32565787,647.27622,25022.6123,22651.8829,2.38482683,-2.33331607,2.30688111
2,12,0.5,0.5,0.5,21347.3006,21347.3006,21347.3006,0,-2.0943951,2.0943951,21295.9054,21310.2583,21313.3511,-0.000924434936,-2.09550178,2.09347851,21261.3236,21286.4303,21291.1616,-0.00155517621,-2.09624167,2.09287853,20613.5014,20860.562,20887.014,-0.0137239918,-2.11011556,2.08190374,19860.4632,20387.5455,20408.262,-0.0288907008,-2.12623089,2.06901529,19242.4968,20056.4233,20015.9818,-0.0407374178,-2.13970361,2.05811463,20797.6425,20802.6368,20760.716,-0.0408288942,-2.13982853,2.05800987,20791.3242,0,0,-0.0408383325,0,0,20631.3859,0,0,-0.0410232036,0,0,20611.1029,0,0,-0.0410382756,0,0,20616.8951,20593.2573,20578.9668,-0.0430174917,-2.14348263,2.05359273,20601.9082,20577.7843,20564.4861,-0.0432147759,-2.143779,2.05324094,20239.6083,20200.2715,20214.5167,-0.047973891,-2.15106843,2.04458323,21178.0909,21038.261,21176.2697,-0.0563797984,-2.1649808,2.02810169,20805.683,20808.368,20766.3934,-0.0407400477,-2.13970761,2.05811124,19586.8233,19570.6211,19585.1328,-0.0563778493,-2.16497747,2.02810556,20230.8355,20190.8517,20205.9639,-0.0480969467,-2.15125493,2.04436517,20805.9495,20808.5391,20766.5809,-0.0407374162,-2.13970361,2.05811463,21178.2526,21038.4176,21176.4247,-0.056377847,-2.16497747,2.02810556
1,13,0.6,0.5,0.5,21347.3006,21347.3006,21347.3006,0,-2.0943951,2.0943951,20821.0224,21420.854,21351.3457,-6.91646471e-05,-2.09999518,2.10026223,20468.2289,21471.5428,21355.0257,-0.0001385206,-2.10372412,2.1042114,13890.7724,22483.4474,21492.6941,-0.00214214956,-2.16976072,2.17778484,6236.20523,23787.9897,21786.167,-0.0101533518,-2.2384535,2.26215842,161.9242,25114.1843,22116.4897,-0.222877944,-2.28812701,2.32549371,103.122562,25124.6394,22119.2976,-0.275473685,-2.28864344,2.32621164,0.0050226895,0,0,-0.763305301,0,0,0.00498307268,0,0,-0.763492003,0,0,0.00497803786,0,0,-0.763507333,0,0,46.6982408,24905.2596,22013.4367,0.970822296,-2.29512793,2.32318991,48.0489735,24889.0633,22005.2755,1.13761601,-2.29565793,2.32296028,212.429379,24496.188,21808.2667,2.23526002,-2.30870992,2.31740412,630.981571,25018.9498,22648.141,2.3724379,-2.33317195,2.30671731,175.758787,25114.5778,22116.575,-0.22376655,-2.28814336,2.32551568,573.53828,23827.7329,21442.1155,2.37242979,-2.3331659,2.30671993,217.123236,24486.3938,21803.5074,2.23970702,-2.30904218,2.31725994,178.115681,25114.1842,22116.4896,-0.222874813,-2.28812701,2.32549371,630.892144,25019.1194,22648.2344,2.3724298,-2.3331659,2.30671993
2,14,0.6,0.5,0.5,21347.3006,21347.3006,21347.3006,0,-2.0943951,2.0943951,21295.9054,21310.2583,21313.3511,-0.000924434937,-2.09550178,2.09347851,21261.3236,21286.4303,21291.1616,-0.00155517623,-2.09624167,2.09287853,20613.5014,20860.562,20887.014,-0.0137239913,-2.11011556,2.08190374,19860.4632,20387.5455,20408.262,-0.0288907007,-2.12623089,2.06901529,19242.4968,20056.4233,20015.9818,-0.040737418,-2.13970361,2.05811463,20797.6425,20802.6368,20760.716,-0.0408288937,-2.13982853,2.05800987,20791.3242,0,0,-0.0408383317,0,0,20631.3859,0,0,-0.0410232038,0,0,20611.1028,0,0,-0.0410382758,0,0,20616.8951,20593.2573,20578.9668,-0.0430174902,-2.14348263,2.05359273,20601.9082,20577.7843,20564.4861,-0.0432147748,-2.143779,2.05324094,20239.6083,20200.2715,20214.5167,-0.0479738916,-2.15106843,2.04458323,21178.0909,21038.2609,21176.2697,-0.0563797983,-2.1649808,2.02810169,20805.683,20808.368,20766.3934,-0.0407400491,-2.13970761,2.05811124,19586.8233,19570.6211,19585.1327,-0.0563778481,-2.16497747,2.02810556,20230.8355,20190.8517,20205.9639,-0.0480969455,-2.15125493,2.04436517,20805.9495,20808.5391,20766.5809,-0.0407374166,-2.13970361,2.05811463,21178.2526,21038.4176,21176.4247,-0.0563778468,-2.16497747,2.02810556
1,15,0.7,0.5,0.5,21347.3006,21347.3006,21347.3006,0,-2.0943951,2.0943951,20821.3939,21420.7886,21351.2907,-7.4155107e-05,-2.09999064,2.10025728,20468.8493,21471.4329,21354.9332,-0.000146987019,-2.10371657,2.10420314,13896.0337,22482.4278,21491.8025,-0.00224690113,-2.16970249,2.17771812,6246.88889,23785.746,21784.1224,-0.0106114313,-2.23834819,2.2620325,177.397012,25110.7288,22113.3898,-0.227310972,-2.28799171,2.3253297,120.216903,25121.1718,22116.1851,-0.27528495,-2.28850785,2.32604724,0.00501900409,0,0,-0.763118881,0,0,0.00497941634,0,0,-0.763305584,0,0,0.0049743852,0,0,-0.763320915,0,0,54.495391,24901.8143,22010.2733,0.670136539,-2.29499025,2.32302606,53.3520282,24885.6198,22002.1079,0.817301034,-2.29552008,2.32279648,198.925104,24492.7852,21804.9953,2.18646122,-2.30856782,2.31724133,614.727445,25015.4615,22644.5,2.35939495,-2.33302202,2.30655627,192.781279,25111.1219,22113.4747,-0.22817711,-2.28800805,2.32535166,558.761846,23824.4107,21438.6684,2.35938455,-2.33301598,2.30655889,203.56803,24482.992,21800.2334,2.19235439,-2.30889997,2.31709718,195.135772,25110.7287,22113.3897,-0.227308138,-2.28799171,2.3253297,614.638066,25015.6311,22644.5934,2.35938455,-2.33301598,2.30655889
2,16,0.7,0.5,0.5,21347.3006,21347.3006,21347.3006,0,-2.0943951,2.0943951,21295.9054,21310.2583,21313.3511,-0.000924434952,-2.09550178,2.09347851,21261.3236,21286.4303,21291.1616,-0.00155517622,-2.09624167,2.09287853,20613.5014,20860.562,20887.014,-0.0137239917,-2.11011556,2.08190374,19860.4632,20387.5455,20408.262,-0.0288907016,-2.12623089,2.06901529,19242.4968,20056.4233,20015.9818,-0.0407374176,-2.13970361,2.05811463,20797.6425,20802.6368,20760.716,-0.0408288941,-2.13982853,2.05800987,20791.3242,0,0,-0.0408383329,0,0,20631.3859,0,0,-0.0410232026,0,0,20611.1029,0,0,-0.0410382755,0,0,20616.8952,20593.2573,20578.9668,-0.0430174893,-2.14348263,2.05359273,20601.9082,20577.7843,20564.4861,-0.0432147742,-2.143779,2.05324095,20239.6083,20200.2715,20214.5167,-0.047973892,-2.15106843,2.04458323,21178.0909,21038.261,21176.2696,-0.0563797992,-2.1649808,2.02810169,20805.683,20808.368,20766.3934,-0.0407400478,-2.13970761,2.05811124,19586.8233,19570.6211,19585.1327,-0.0563778479,-2.16497747,2.02810556,20230.8355,20190.8517,20205.9639,-0.0480969467,-2.15125493,2.04436517,20805.9495,20808.5391,20766.5809,-0.0407374169,-2.13970361,2.05811463,21178.2527,21038.4176,21176.4247,-0.0563778501,-2.16497747,2.02810556
1,17,0.8,0.5,0.5,21347.3006,21347.3006,21347.3006,0,-2.0943951,2.0943951,20821.7648,21420.7233,21351.2359,-7.9131158e-05,-2.09998611,2.10025233,20469.4689,21471.3232,21354.8409,-0.000155428767,-2.10370904,2.10419489,13901.2876,22481.4092,21490.9128,-0.0023512734,-2.16964437,2.17765148,6257.55857,23783.505,21782.0824,-0.011066618,-2.23824306,2.26190672,192.849339,25107.2778,22110.2966,-0.230997733,-2.28785663,2.32516584,137.285111,25117.7086,22113.0793,-0.275097315,-2.28837247,2.32588299,0.00501532415,0,0,-0.76293275,0,0,0.00497576543,0,0,-0.763119452,0,0,0.00497073799,0,0,-0.763134783,0,0,65.841462,24898.3734,22007.1167,0.458882312,-2.29485279,2.32286236,62.9319365,24882.1807,21998.9471,0.574946483,-2.29538245,2.32263282,185.986074,24489.3868,21801.7308,2.13077639,-2.30842595,2.31707869,598.611282,25011.9777,22640.8664,2.34565763,-2.33287233,2.30639536,209.78115,25107.6705,22110.3811,-0.231836678,-2.28787297,2.3251878,544.11085,23821.0927,21435.2284,2.34564471,-2.33286629,2.30639798,190.557122,24479.5946,21796.9664,2.13845086,-2.308758,2.31693456,212.133329,25107.2777,22110.2965,-0.230995145,-2.28785663,2.32516585,598.521975,25012.1472,22640.9599,2.34564473,-2.33286629,2.30639798
2,18,0.8,0.5,0.5,21347.3006,21347.3006,21347.3006,0,-2.0943951,2.0943951,21295.9054,21310.2583,21313.3511,-0.000924434965,-2.09550178,2.09347851,21261.3236,21286.4303,21291.1616,-0.00155517626,-2.09624167,2.09287853,20613.5014,20860.562,20887.014,-0.0137239918,-2.11011556,2.08190374,19860.4632,20387.5455,20408.262,-0.0288907009,-2.12623089,2.06901529,19242.4968,20056.4233,20015.9818,-0.0407374181,-2.13970361,2.05811463,20797.6425,20802.6368,20760.716,-0.0408288939,-2.13982853,2.05800987,20791.3242,0,0,-0.040838334,0,0,20631.3859,0,0,-0.0410232036,0,0,20611.1028,0,0,-0.0410382751,0,0,20616.8952,20593.2573,20578.9668,-0.0430174898,-2.14348263,2.05359273,20601.9082,20577.7843,20564.4861,-0.0432147756,-2.143779,2.05324094,20239.6083,20200.2715,20214.5167,-0.0479738916,-2.15106843,2.04458323,21178.0909,21038.261,21176.2696,-0.0563797978,-2.1649808,2.02810169,20805.683,20808.368,20766.3934,-0.0407400492,-2.1397076,2.05811124,19586.8233,19570.6211,19585.1327,-0.0563778481,-2.16497747,2.02810556,20230.8355,20190.8517,20205.9639,-0.0480969458,-2.15125493,2.04436517,20805.9495,20808.5391,20766.581,-0.040737417,-2.13970361,2.05811463,21178.2526,21038.4176,21176.4247,-0.0563778487,-2.16497747,2.02810556
1,19,0.9,0.5,0.5,21347.3006,21347.3006,21347.3006,0,-2.0943951,2.0943951,20822.1353,21420.658,21351.1812,-8.40928487e-05,-2.09998159,2.10024739,20470.0875,21471.2136,21354.7489,-0.000163845926,-2.10370152,2.10418666,13906.5343,22480.3918,21490.0251,-0.00245526794,-2.16958634,2.17758492,6268.2143,23781.2668,21780.0468,-0.0115189341,-2.2381381,2.26178107,208.280513,25103.8312,22107.21,-0.234105612,-2.28772177,2.32500214,154.327245,25114.25,22109.9803,-0.274910507,-2.28823732,2.3257189,0.00501164968,0,0,-0.762746903,0,0,0.00497211994,0,0,-0.762933605,0,0,0.00496709618,0,0,-0.762948936,0,0,79.2094334,24894.937,22003.9669,0.314396666,-2.29471555,2.32269881,75.1533875,24878.7461,21995.793,0.404060781,-2.29524504,2.32246932,173.731118,24485.9927,21798.4732,2.06707665,-2.3082843,2.31691619,582.641877,25008.4983,22637.2404,2.33117569,-2.33272288,2.30623459,226.757679,25104.2235,22107.2941,-0.234915453,-2.2877381,2.32502408,529.593292,23817.779,21431.7954,2.33116002,-2.33271684,2.30623721,178.202454,24476.2016,21793.7062,2.07693329,-2.30861625,2.31677209,229.107621,25103.8311,22107.2099,-0.234103231,-2.28772177,2.32500214,582.552664,25008.6678,22637.3339,2.33116003,-2.33271684,2.30623721
2,20,0.9,0.5,0.5,21347.3006,21347.3006,21347.3006,0,-2.0943951,2.0943951,21295.9054,21310.2583,21313.3511,-0.000924434946,-2.09550178,2.09347851,21261.3236,21286.4303,21291.1616,-0.00155517624,-2.09624167,2.09287853,20613.5014,20860.562,20887.014,-0.0137239915,-2.11011556,2.08190374,19860.4632,20387.5455,20408.262,-0.0288907015,-2.12623089,2.06901529,19242.4968,20056.4233,20015.9818,-0.0407374179,-2.13970361,2.05811463,20797.6425,20802.6368,20760.716,-0.0408288934,-2.13982853,2.05800987,20791.3242,0,0,-0.0408383334,0,0,20631.3859,0,0,-0.041023204,0,0,20611.1029,0,0,-0.0410382748,0,0,20616.8952,20593.2573,20578.9668,-0.0430174896,-2.14348263,2.05359273,20601.9082,20577.7843,20564.4861,-0.0432147774,-2.143779,2.05324094,20239.6083,20200.2715,20214.5167,-0.0479738932,-2.15106843,2.04458323,21178.0908,21038.261,21176.2697,-0.0563797994,-2.1649808,2.02810169,20805.683,20808.368,20766.3934,-0.0407400495,-2.1397076,2.05811124,19586.8233,19570.6211,19585.1327,-0.0563778468,-2.16497747,2.02810556,20230.8355,20190.8517,20205.9639,-0.0480969449,-2.15125493,2.04436517,20805.9495,20808.5391,20766.5809,-0.0407374159,-2.13970361,2.05811463,21178.2526,21038.4176,21176.4247,-0.0563778487,-2.16497747,2.02810556
1,21,0.999,0.5,0.5,21347.3006,21347.3006,21347.3006,0,-2.0943951,2.0943951,20822.5014,21420.5935,21351.1272,-8.89908233e-05,-2.09997712,2.1002425,20470.6991,21471.1052,21354.6579,-0.000172154774,-2.10369409,2.10417851,13911.7212,22479.3857,21489.1482,-0.00255785201,-2.16952899,2.1775191,6278.74973,23779.0537,21778.0359,-0.0119639211,-2.23803437,2.26165681,223.536084,25100.4235,22104.1608,-0.236730909,-2.28758848,2.32484023,171.17333,25110.8303,22106.9187,-0.274726221,-2.28810373,2.3255566,0.00500801733,0,0,-0.762563195,0,0,0.00496851624,0,0,-0.762749897,0,0,0.00496349612,0,0,-0.762765228,0,0,93.5751391,24891.5393,22000.8552,0.214138969,-2.29457991,2.32253705,88.7762046,24875.3501,21992.6771,0.284668629,-2.29510923,2.32230759,162.416805,24482.6369,21795.255,1.99493175,-2.3081443,2.31675545,566.986216,25005.0581,22633.6579,2.31605165,-2.33257516,2.30607555,243.540956,25100.8153,22104.2446,-0.237511601,-2.28760479,2.32486216,515.360997,23814.5026,21428.4038,2.31603296,-2.33256912,2.30607817,166.753382,24472.8468,21790.4854,2.00740454,-2.30847614,2.31661139,245.888747,25100.4234,22104.1608,-0.236728704,-2.28758848,2.32484023,566.897129,25005.2276,22633.7514,2.31603297,-2.33256912,2.30607818
2,22,0.999,0.5,0.5,21347.3006,21347.3006,21347.3006,0,-2.0943951,2.0943951,21295.9054,21310.2583,21313.3511,-0.000924434937,-2.09550178,2.09347851,21261.3236,21286.4303,21291.1616,-0.00155517625,-2.09624167,2.09287853,20613.5014,20860.562,20887.014,-0.0137239918,-2.11011556,2.08190374,19860.4632,20387.5455,20408.262,-0.0288907008,-2.12623089,2.06901529,19242.4967,20056.4233,20015.9818,-0.0407374182,-2.13970361,2.05811463,20797.6425,20802.6368,20760.716,-0.0408288947,-2.13982853,2.05800987,20791.3242,0,0,-0.0408383314,0,0,20631.3859,0,0,-0.0410232031,0,0,20611.1028,0,0,-0.0410382748,0,0,20616.8951,20593.2573,20578.9668,-0.0430174916,-2.14348263,2.05359273,20601.9082,20577.7843,20564.4861,-0.0432147755,-2.143779,2.05324094,20239.6083,20200.2715,20214.5167,-0.0479738924,-2.15106843,2.04458323,21178.0909,21038.261,21176.2697,-0.0563797998,-2.1649808,2.02810169,20805.683,20808.368,20766.3934,-0.0407400485,-2.1397076,2.05811124,19586.8233,19570.6211,19585.1327,-0.0563778464,-2.16497747,2.02810556,20230.8355,20190.8517,20205.9639,-0.0480969456,-2.15125493,2.04436517,20805.9495,20808.5391,20766.5809,-0.0407374162,-2.13970361,2.05811463,21178.2526,21038.4176,21176.4247,-0.056377849,-2.16497747,2.02810556
1,23,0.5,0.001,0.5,21347.3006,21347.3006,21347.3006,0,-2.0943951,2.0943951,20820.6505,21420.9194,21351.4008,-6.41597314e-05,-2.09999972,2.1002672,20467.6076,21471.6527,21355.1184,-0.000130029428,-2.10373167,2.10421968,13885.5037,22484.4683,21493.5878,-0.0020370171,-2.16981905,2.17785164,6225.50759,23790.2361,21788.2161,-0.00969235699,-2.23855899,2.26228447,146.431873,25117.6442,22119.5963,-0.217459972,-2.28826253,2.32565787,86.0020308,25128.1116,22122.4168,-0.275664008,-2.28877926,2.32637619,0.00502638041,0,0,-0.763492005,0,0,0.00498673448,0,0,-0.763678707,0,0,0.00498169595,0,0,-0.763694038,0,0,44.3924228,24908.7093,22016.6068,1.34357614,-2.29526583,2.32335391,48.4755304,24892.5113,22008.4499,1.49208327,-2.29579601,2.32312424,226.403581,24499.5952,21811.545,2.27817536,-2.30885225,2.31756705,647.365669,25022.4426,22651.7896,2.38483285,-2.33332212,2.30687849,158.714731,25118.0382,22119.682,-0.21836122,-2.28827889,2.32567985,588.4329,23831.0594,21445.5697,2.38482682,-2.33331607,2.30688111,231.132676,24489.8,21806.7882,2.28145062,-2.30918462,2.31742285,161.074123,25117.6441,22119.5962,-0.217456474,-2.28826253,2.32565787,647.27622,25022.6123,22651.8829,2.38482683,-2.33331607,2.30688111
2,24,0.5,0.001,0.5,21347.3006,21347.3006,21347.3006,0,-2.0943951,2.0943951,21295.9054,21310.2583,21313.3511,-0.000924434926,-2.09550178,2.09347851,21261.3236,21286.4303,21291.1616,-0.00155517625,-2.09624167,2.09287853,20613.5014,20860.562,20887.014,-0.013723992,-2.11011556,2.08190374,19860.4632,20387.5455,20408.262,-0.0288907015,-2.12623089,2.06901529,19242.4968,20056.4233,20015.9817,-0.0407374184,-2.13970361,2.05811463,20797.6425,20802.6368,20760.716,-0.0408288943,-2.13982853,2.05800987,20791.3242,0,0,-0.0408383315,0,0,20631.3859,0,0,-0.041023204,0,0,20611.1029,0,0,-0.0410382756,0,0,20616.8952,20593.2573,20578.9668,-0.0430174888,-2.14348263,2.05359273,20601.9082,20577.7843,20564.4861,-0.0432147753,-2.143779,2.05324094,20239.6083,20200.2716,20214.5167,-0.0479738916,-2.15106843,2.04458323,21178.0909,21038.261,21176.2697,-0.0563798001,-2.1649808,2.02810169,20805.683,20808.368,20766.3934,-0.0407400481,-2.13970761,2.05811124,19586.8233,19570.6211,19585.1328,-0.0563778472,-2.16497747,2.02810556,20230.8355,20190.8517,20205.9639,-0.0480969463,-2.15125493,2.04436517,20805.9495,20808.5391,20766.5809,-0.0407374158,-2.13970361,2.05811463,21178.2526,21038.4176,21176.4247,-0.0563778481,-2.16497747,2.02810556
1,25,0.5,0.1,0.5,21347.3006,21347.3006,21347.3006,0,-2.0943951,2.0943951,20820.6505,21420.9194,21351.4008,-6.41597314e-05,-2.09999972,2.1002672,20467.6076,21471.6527,21355.1184,-0.000130029428,-2.10373167,2.10421968,13885.5037,22484.4683,21493.5878,-0.0020370171,-2.16981905,2.17785164,6225.50759,23790.2361,21788.2161,-0.00969235699,-2.23855899,2.26228447,146.431873,25117.6442,22119.5963,-0.217459972,-2.28826253,2.32565787,86.0020308,25128.1116,22122.4168,-0.275664008,-2.28877926,2.32637619,0.0050263804,0,0,-0.763492004,0,0,0.00498673448,0,0,-0.763678707,0,0,0.00498169595,0,0,-0.763694037,0,0,44.3924228,24908.7093,22016.6068,1.34357614,-2.29526583,2.32335391,48.4755304,24892.5113,22008.4499,1.49208327,-2.29579601,2.32312424,226.403581,24499.5952,21811.545,2.27817536,-2.30885225,2.31756705,647.365669,25022.4426,22651.7896,2.38483285,-2.33332212,2.30687849,158.714731,25118.0382,22119.682,-0.21836122,-2.28827889,2.32567985,588.4329,23831.0594,21445.5697,2.38482682,-2.33331607,2.30688111,231.132676,24489.8,21806.7882,2.28145062,-2.30918462,2.31742285,161.074123,25117.6441,22119.5962,-0.217456474,-2.28826253,2.32565787,647.27622,25022.6123,22651.8829,2.38482683,-2.33331607,2.30688111
2,26,0.5,0.1,0.5,21347.3006,21347.3006,21347.3006,0,-2.0943951,2.0943951,21295.9054,21310.2583,21313.3511,-0.000924434941,-2.09550178,2.09347851,21261.3236,21286.4303,21291.1616,-0.0015551762,-2.09624167,2.09287853,20613.5014,20860.562,20887.014,-0.0137239921,-2.11011556,2.08190374,19860.4632,20387.5455,20408.262,-0.0288907,-2.12623089,2.06901529,19242.4968,20056.4233,20015.9818,-0.0407374181,-2.13970361,2.05811463,20797.6425,20802.6368,20760.716,-0.0408288936,-2.13982853,2.05800987,20791.3242,0,0,-0.0408383325,0,0,20631.3859,0,0,-0.0410232028,0,0,20611.1029,0,0,-0.0410382751,0,0,20616.8952,20593.2573,20578.9668,-0.0430174899,-2.14348264,2.05359273,20601.9082,20577.7843,20564.4861,-0.0432147765,-2.143779,2.05324094,20239.6083,20200.2715,20214.5167,-0.0479738928,-2.15106843,2.04458323,21178.0908,21038.261,21176.2696,-0.0563797992,-2.1649808,2.02810169,20805.683,20808.368,20766.3934,-0.0407400491,-2.13970761,2.05811124,19586.8233,19570.6211,19585.1327,-0.0563778487,-2.16497747,2.02810556,20230.8355,20190.8517,20205.9639,-0.0480969452,-2.15125493,2.04436517,20805.9495,20808.5391,20766.5809,-0.0407374159,-2.13970361,2.05811463,21178.2526,21038.4176,21176.4247,-0.0563778503,-2.16497747,2.02810556
1,27,0.5,0.2,0.5,21347.3006,21347.3006,21347.3006,0,-2.0943951,2.0943951,20820.6505,21420.9194,21351.4008,-6.41597314e-05,-2.09999972,2.1002672,20467.6076,21471.6527,21355.1184,-0.000130029428,-2.10373167,2.10421968,13885.5037,22484.4683,21493.5878,-0.0020370171,-2.16981905,2.17785164,6225.50759,23790.2361,21788.2161,-0.00969235699,-2.23855899,2.26228447,146.431873,25117.6442,22119.5963,-0.217459972,-2.28826253,2.32565787,86.0020308,25128.1116,22122.4168,-0.275664008,-2.28877926,2.32637619,0.0050263804,0,0,-0.763492005,0,0,0.00498673448,0,0,-0.763678707,0,0,0.00498169595,0,0,-0.763694038,0,0,44.3924228,24908.7093,22016.6068,1.34357614,-2.29526583,2.32335391,48.4755304,24892.5113,22008.4499,1.49208327,-2.29579601,2.32312424,226.403581,24499.5952,21811.545,2.27817536,-2.30885225,2.31756705,647.365669,25022.4426,22651.7896,2.38483285,-2.33332212,2.30687849,158.714731,25118.0382,22119.682,-0.21836122,-2.28827889,2.32567985,588.4329,23831.0594,21445.5697,2.38482682,-2.33331607,2.30688111,231.132676,24489.8,21806.7882,2.28145062,-2.30918462,2.31742285,161.074123,25117.6441,22119.5962,-0.217456474,-2.28826253,2.32565787,647.27622,25022.6123,22651.8829,2.38482683,-2.33331607,2.30688111
2,28,0.5,0.2,0.5,21347.3006,21347.3006,21347.3006,0,-2.0943951,2.0943951,21295.9054,21310.2583,21313.3511,-0.00092443497,-2.09550178,2.09347851,21261.3236,21286.4303,21291.1616,-0.00155517624,-2.09624167,2.09287853,20613.5014,20860.562,20887.014,-0.0137239919,-2.11011556,2.08190374,19860.4632,20387.5455,20408.262,-0.0288907009,-2.12623089,2.06901529,19242.4968,20056.4233,20015.9818,-0.0407374178,-2.13970361,2.05811463,20797.6425,20802.6368,20760.716,-0.0408288935,-2.13982853,2.05800987,20791.3242,0,0,-0.0408383338,0,0,20631.3859,0,0,-0.0410232039,0,0,20611.1029,0,0,-0.0410382751,0,0,20616.8952,20593.2573,20578.9668,-0.0430174902,-2.14348263,2.05359273,20601.9082,20577.7843,20564.4861,-0.0432147756,-2.143779,2.05324094,20239.6083,20200.2715,20214.5166,-0.0479738923,-2.15106843,2.04458323,21178.0909,21038.261,21176.2697,-0.0563798002,-2.1649808,2.02810169,20805.6829,20808.368,20766.3934,-0.0407400499,-2.13970761,2.05811124,19586.8233,19570.6211,19585.1327,-0.0563778474,-2.16497747,2.02810556,20230.8355,20190.8517,20205.9639,-0.0480969461,-2.15125493,2.04436517,20805.9495,20808.5391,20766.581,-0.0407374163,-2.13970361,2.05811463,21178.2526,21038.4176,21176.4247,-0.056377848,-2.16497747,2.02810556
1,29,0.5,0.3,0.5,21347.3006,21347.3006,21347.3006,0,-2.0943951,2.0943951,20820.6505,21420.9194,21351.4008,-6.41597314e-05,-2.09999972,2.1002672,20467.6076,21471.6527,21355.1184,-0.000130029428,-2.10373167,2.10421968,13885.5037,22484.4683,21493.5878,-0.0020370171,-2.16981905,2.17785164,6225.50759,23790.2361,21788.2161,-0.00969235699,-2.23855899,2.26228447,146.431873,25117.6442,22119.5963,-0.217459972,-2.28826253,2.32565787,86.0020308,25128.1116,22122.4168,-0.275664008,-2.28877926,2.32637619,0.0050263804,0,0,-0.763492005,0,0,0.00498673448,0,0,-0.763678707,0,0,0.00498169595,0,0,-0.763694038,0,0,44.3924228,24908.7093,22016.6068,1.34357614,-2.29526583,2.32335391,48.4755304,24892.5113,22008.4499,1.49208327,-2.29579601,2.32312424,226.403581,24499.5952,21811.545,2.27817536,-2.30885225,2.31756705,647.365669,25022.4426,22651.7896,2.38483285,-2.33332212,2.30687849,158.714731,25118.0382,22119.682,-0.21836122,-2.28827889,2.32567985,588.4329,23831.0594,21445.5697,2.38482682,-2.33331607,2.30688111,231.132676,24489.8,21806.7882,2.28145062,-2.30918462,2.31742285,161.074123,25117.6441,22119.5962,-0.217456474,-2.28826253,2.32565787,647.27622,25022.6123,22651.8829,2.38482683,-2.33331607,2.30688111
