tipoCurto,n,m1,m2,m3,A_I800,B_I800,C_I800,A_I800A,B_I800A,C_I800A,A_V802,B_V802,C_V802,A_V802A,B_V802A,C_V802A,A_V806,B_V806,C_V806,A_V806A,B_V806A,C_V806A,A_V808,B_V808,C_V808,A_V808A,B_V808A,C_V808A,A_V812,B_V812,C_V812,A_V812A,B_V812A,C_V812A,A_V814,B_V814,C_V814,A_V814A,B_V814A,C_V814A,A_V816,B_V816,C_V816,A_V816A,B_V816A,C_V816A,A_V818,B_V818,C_V818,A_V818A,B_V818A,C_V818A,A_V820,B_V820,C_V820,A_V820A,B_V820A,C_V820A,A_V822,B_V822,C_V822,A_V822A,B_V822A,C_V822A,A_V824,B_V824,C_V824,A_V824A,B_V824A,C_V824A,A_V828,B_V828,C_V828,A_V828A,B_V828A,C_V828A,A_V830,B_V830,C_V830,A_V830A,B_V830A,C_V830A,A_V832,B_V832,C_V832,A_V832A,B_V832A,C_V832A,A_V850,B_V850,C_V850,A_V850A,B_V850A,C_V850A,A_V852,B_V852,C_V852,A_V852A,B_V852A,C_V852A,A_V854,B_V854,C_V854,A_V854A,B_V854A,C_V854A,A_VRG10,B_VRG10,C_VRG10,A_VRG10A,B_VRG10A,C_VRG10A,A_VRG11,B_VRG11,C_VRG11,A_VRG11A,B_VRG11A,C_VRG11A
1,11,0.2,0.5,0.5,385.934298,417.037293,335.883151,-0.445305373,-2.70843223,1.47255342,21086.6456,21063.5403,21118.9757,-0.00240004889,-2.09481277,2.09429522,20911.9895,20874.4622,20966.5851,-0.0040562453,-2.09510213,2.09423755,17665.6246,17368.6993,18135.6928,-0.0409418805,-2.10139854,2.09348034,13931.5396,13309.2337,14830.9378,-0.105472386,-2.11185494,2.09277141,10920.9194,10268.6047,12104.5392,-0.17390635,-2.136415,2.09221757,11973.467,10866.0998,12825.6812,-0.17450963,-2.13595407,2.09266472,6674.44855,4385.86342,5646.16527,-2.66008428,1.47597527,-0.227802283,1737.99738,1910.54328,1904.12522,-2.95232981,1.28371843,-0.911767258,1401.21199,1721.00466,1687.10361,-3.02449891,1.2422372,-1.05216479,11863.6797,10758.7542,12709.1785,-0.176940726,-2.13967905,2.08838635,11854.5919,10750.8595,12699.9286,-0.177157451,-2.13998278,2.08804574,11634.8664,10558.2273,12476.2262,-0.182406739,-2.1474487,2.07966032,12363.8074,11137.745,13207.6327,-0.191974931,-2.16186021,2.06366442,12011.74,10909.0627,12859.933,-0.173921571,-2.13640356,2.09223167,11239.9123,10241.6765,12075.6392,-0.191972788,-2.16185684,2.0636681,11629.5432,10553.4217,12470.755,-0.182542254,-2.14763942,2.07944848,12013.0107,10910.3918,12861.0723,-0.173906335,-2.13641495,2.0922176,12363.9034,11137.8231,13207.7302,-0.191972784,-2.16185684,2.0636681
2,12,0.2,0.5,0.5,385.934298,417.037293,335.883151,-0.445305373,-2.70843223,1.47255342,21086.6456,21063.5403,21118.9757,-0.00240004889,-2.09481277,2.09429522,20911.9895,20874.4622,20966.5851,-0.0040562453,-2.09510213,2.09423755,17665.6246,17368.6993,18135.6928,-0.0409418805,-2.10139854,2.09348034,13931.5396,13309.2337,14830.9378,-0.105472386,-2.11185494,2.09277141,10920.9194,10268.6047,12104.5392,-0.17390635,-2.136415,2.09221757,11973.467,10866.0998,12825.6812,-0.17450963,-2.13595407,2.09266472,6674.44855,4385.86342,5646.16527,-2.66008428,1.47597527,-0.227802283,1737.99738,1910.54328,1904.12522,-2.95232981,1.28371843,-0.911767258,1401.21199,1721.00466,1687.10361,-3.02449891,1.2422372,-1.05216479,11863.6797,10758.7542,12709.1785,-0.176940726,-2.13967905,2.08838635,11854.5919,10750.8595,12699.9286,-0.177157451,-2.13998278,2.08804574,11634.8664,10558.2273,12476.2262,-0.182406739,-2.1474487,2.07966032,12363.8074,11137.745,13207.6327,-0.191974931,-2.16186021,2.06366442,12011.74,10909.0627,12859.933,-0.173921571,-2.13640356,2.09223167,11239.9123,10241.6765,12075.6392,-0.191972788,-2.16185684,2.0636681,11629.5432,10553.4217,12470.755,-0.182542254,-2.14763942,2.07944848,12013.0107,10910.3918,12861.0723,-0.173906335,-2.13641495,2.0922176,12363.9034,11137.8231,13207.7302,-0.191972784,-2.16185684,2.0636681
3,13,0.2,0.5,0.5,385.934298,417.037293,335.883151,-0.445305373,-2.70843223,1.47255342,21086.6456,21063.5403,21118.9757,-0.00240004889,-2.09481277,2.09429522,20911.9895,20874.4622,20966.5851,-0.0040562453,-2.09510213,2.09423755,17665.6246,17368.6993,18135.6928,-0.0409418805,-2.10139854,2.09348034,13931.5396,13309.2337,14830.9378,-0.105472386,-2.11185494,2.09277141,10920.9194,10268.6047,12104.5392,-0.17390635,-2.136415,2.09221757,11973.467,10866.0998,12825.6812,-0.17450963,-2.13595407,2.09266472,6674.44855,4385.86342,5646.16527,-2.66008428,1.47597527,-0.227802283,1737.99738,1910.54328,1904.12522,-2.95232981,1.28371843,-0.911767258,1401.21199,1721.00466,1687.10361,-3.02449891,1.2422372,-1.05216479,11863.6797,10758.7542,12709.1785,-0.176940726,-2.13967905,2.08838635,11854.5919,10750.8595,12699.9286,-0.177157451,-2.13998278,2.08804574,11634.8664,10558.2273,12476.2262,-0.182406739,-2.1474487,2.07966032,12363.8074,11137.745,13207.6327,-0.191974931,-2.16186021,2.06366442,12011.74,10909.0627,12859.933,-0.173921571,-2.13640356,2.09223167,11239.9123,10241.6765,12075.6392,-0.191972788,-2.16185684,2.0636681,11629.5432,10553.4217,12470.755,-0.182542254,-2.14763942,2.07944848,12013.0107,10910.3918,12861.0723,-0.173906335,-2.13641495,2.0922176,12363.9034,11137.8231,13207.7302,-0.191972784,-2.16185684,2.0636681
4,14,0.2,0.5,0.5,385.934298,417.037293,335.883151,-0.445305373,-2.70843223,1.47255342,21086.6456,21063.5403,21118.9757,-0.00240004889,-2.09481277,2.09429522,20911.9895,20874.4622,20966.5851,-0.0040562453,-2.09510213,2.09423755,17665.6246,17368.6993,18135.6928,-0.0409418805,-2.10139854,2.09348034,13931.5396,13309.2337,14830.9378,-0.105472386,-2.11185494,2.09277141,10920.9194,10268.6047,12104.5392,-0.17390635,-2.136415,2.09221757,11973.467,10866.0998,12825.6812,-0.17450963,-2.13595407,2.09266472,6674.44855,4385.86342,5646.16527,-2.66008428,1.47597527,-0.227802283,1737.99738,1910.54328,1904.12522,-2.95232981,1.28371843,-0.911767258,1401.21199,1721.00466,1687.10361,-3.02449891,1.2422372,-1.05216479,11863.6797,10758.7542,12709.1785,-0.176940726,-2.13967905,2.08838635,11854.5919,10750.8595,12699.9286,-0.177157451,-2.13998278,2.08804574,11634.8664,10558.2273,12476.2262,-0.182406739,-2.1474487,2.07966032,12363.8074,11137.745,13207.6327,-0.191974931,-2.16186021,2.06366442,12011.74,10909.0627,12859.933,-0.173921571,-2.13640356,2.09223167,11239.9123,10241.6765,12075.6392,-0.191972788,-2.16185684,2.0636681,11629.5432,10553.4217,12470.755,-0.182542254,-2.14763942,2.07944848,12013.0107,10910.3918,12861.0723,-0.173906335,-2.13641495,2.0922176,12363.9034,11137.8231,13207.7302,-0.191972784,-2.16185684,2.0636681
5,15,0.2,0.5,0.5,385.934298,417.037293,335.883151,-0.445305373,-2.70843223,1.47255342,21086.6456,21063.5403,21118.9757,-0.00240004889,-2.09481277,2.09429522,20911.9895,20874.4622,20966.5851,-0.0040562453,-2.09510213,2.09423755,17665.6246,17368.6993,18135.6928,-0.0409418805,-2.10139854,2.09348034,13931.5396,13309.2337,14830.9378,-0.105472386,-2.11185494,2.09277141,10920.9194,10268.6047,12104.5392,-0.17390635,-2.136415,2.09221757,11973.467,10866.0998,12825.6812,-0.17450963,-2.13595407,2.09266472,6674.44855,4385.86342,5646.16527,-2.66008428,1.47597527,-0.227802283,1737.99738,1910.54328,1904.12522,-2.95232981,1.28371843,-0.911767258,1401.21199,1721.00466,1687.10361,-3.02449891,1.2422372,-1.05216479,11863.6797,10758.7542,12709.1785,-0.176940726,-2.13967905,2.08838635,11854.5919,10750.8595,12699.9286,-0.177157451,-2.13998278,2.08804574,11634.8664,10558.2273,12476.2262,-0.182406739,-2.1474487,2.07966032,12363.8074,11137.745,13207.6327,-0.191974931,-2.16186021,2.06366442,12011.74,10909.0627,12859.933,-0.173921571,-2.13640356,2.09223167,11239.9123,10241.6765,12075.6392,-0.191972788,-2.16185684,2.0636681,11629.5432,10553.4217,12470.755,-0.182542254,-2.14763942,2.07944848,12013.0107,10910.3918,12861.0723,-0.173906335,-2.13641495,2.0922176,12363.9034,11137.8231,13207.7302,-0.191972784,-2.16185684,2.0636681
1,16,0.3,0.5,0.5,385.229985,416.041741,335.631299,-0.446022996,-2.70778412,1.47337558,21087.0854,21064.2146,21119.1564,-0.00238640073,-2.09482072,2.09428603,20912.7229,20875.5882,20966.887,-0.00403319495,-2.09511549,2.09422211,17671.6819,17378.254,18138.2542,-0.0406977596,-2.10153082,2.09332919,13943.2216,13328.6408,14836.133,-0.104789971,-2.11218905,2.0923974,10936.5238,10295.7726,12112.0671,-0.172625351,-2.1369518,2.09156713,11990.6892,10895.066,12833.6983,-0.173220012,-2.13649798,2.09200956,6671.51078,4387.84664,5645.12252,-2.65901115,1.47726045,-0.227394477,1737.2324,1911.48744,1904.15308,-2.95125669,1.28467631,-0.911522216,1400.59521,1721.86743,1687.21856,-3.02342578,1.24314311,-1.05192434,11880.7809,10787.4298,12717.1378,-0.175649854,-2.14022247,2.08772881,11871.6828,10779.5135,12707.8828,-0.175866487,-2.14052613,2.08738801,11651.7116,10586.3569,12484.0622,-0.181113447,-2.14799054,2.07899789,12381.8358,11167.3475,13215.9514,-0.190674862,-2.16239617,2.06299328,12028.9067,10937.9317,12867.9319,-0.172640318,-2.13694056,2.09158107,11256.3019,10268.8973,12083.2449,-0.190672723,-2.16239281,2.06299697,11646.3825,10581.5382,12478.588,-0.181248905,-2.14818122,2.07878594,12030.1755,10939.2577,12869.0707,-0.172625335,-2.13695175,2.09156716,12381.9321,11167.4258,13216.049,-0.190672723,-2.1623928,2.06299697
2,17,0.3,0.5,0.5,385.229985,416.041741,335.631299,-0.446022996,-2.70778412,1.47337558,21087.0854,21064.2146,21119.1564,-0.00238640073,-2.09482072,2.09428603,20912.7229,20875.5882,20966.887,-0.00403319495,-2.09511549,2.09422211,17671.6819,17378.254,18138.2542,-0.0406977596,-2.10153082,2.09332919,13943.2216,13328.6408,14836.133,-0.104789971,-2.11218905,2.0923974,10936.5238,10295.7726,12112.0671,-0.172625351,-2.1369518,2.09156713,11990.6892,10895.066,12833.6983,-0.173220012,-2.13649798,2.09200956,6671.51078,4387.84664,5645.12252,-2.65901115,1.47726045,-0.227394477,1737.2324,1911.48744,1904.15308,-2.95125669,1.28467631,-0.911522216,1400.59521,1721.86743,1687.21856,-3.02342578,1.24314311,-1.05192434,11880.7809,10787.4298,12717.1378,-0.175649854,-2.14022247,2.08772881,11871.6828,10779.5135,12707.8828,-0.175866487,-2.14052613,2.08738801,11651.7116,10586.3569,12484.0622,-0.181113447,-2.14799054,2.07899789,12381.8358,11167.3475,13215.9514,-0.190674862,-2.16239617,2.06299328,12028.9067,10937.9317,12867.9319,-0.172640318,-2.13694056,2.09158107,11256.3019,10268.8973,12083.2449,-0.190672723,-2.16239281,2.06299697,11646.3825,10581.5382,12478.588,-0.181248905,-2.14818122,2.07878594,12030.1755,10939.2577,12869.0707,-0.172625335,-2.13695175,2.09156716,12381.9321,11167.4258,13216.049,-0.190672723,-2.1623928,2.06299697
3,18,0.3,0.5,0.5,385.229985,416.041741,335.631299,-0.446022996,-2.70778412,1.47337558,21087.0854,21064.2146,21119.1564,-0.00238640073,-2.09482072,2.09428603,20912.7229,20875.5882,20966.887,-0.00403319495,-2.09511549,2.09422211,17671.6819,17378.254,18138.2542,-0.0406977596,-2.10153082,2.09332919,13943.2216,13328.6408,14836.133,-0.104789971,-2.11218905,2.0923974,10936.5238,10295.7726,12112.0671,-0.172625351,-2.1369518,2.09156713,11990.6892,10895.066,12833.6983,-0.173220012,-2.13649798,2.09200956,6671.51078,4387.84664,5645.12252,-2.65901115,1.47726045,-0.227394477,1737.2324,1911.48744,1904.15308,-2.95125669,1.28467631,-0.911522216,1400.59521,1721.86743,1687.21856,-3.02342578,1.24314311,-1.05192434,11880.7809,10787.4298,12717.1378,-0.175649854,-2.14022247,2.08772881,11871.6828,10779.5135,12707.8828,-0.175866487,-2.14052613,2.08738801,11651.7116,10586.3569,12484.0622,-0.181113447,-2.14799054,2.07899789,12381.8358,11167.3475,13215.9514,-0.190674862,-2.16239617,2.06299328,12028.9067,10937.9317,12867.9319,-0.172640318,-2.13694056,2.09158107,11256.3019,10268.8973,12083.2449,-0.190672723,-2.16239281,2.06299697,11646.3825,10581.5382,12478.588,-0.181248905,-2.14818122,2.07878594,12030.1755,10939.2577,12869.0707,-0.172625335,-2.13695175,2.09156716,12381.9321,11167.4258,13216.049,-0.190672723,-2.1623928,2.06299697
4,19,0.3,0.5,0.5,385.229985,416.041741,335.631299,-0.446022996,-2.70778412,1.47337558,21087.0854,21064.2146,21119.1564,-0.00238640073,-2.09482072,2.09428603,20912.7229,20875.5882,20966.887,-0.00403319495,-2.09511549,2.09422211,17671.6819,17378.254,18138.2542,-0.0406977596,-2.10153082,2.09332919,13943.2216,13328.6408,14836.133,-0.104789971,-2.11218905,2.0923974,10936.5238,10295.7726,12112.0671,-0.172625351,-2.1369518,2.09156713,11990.6892,10895.066,12833.6983,-0.173220012,-2.13649798,2.09200956,6671.51078,4387.84664,5645.12252,-2.65901115,1.47726045,-0.227394477,1737.2324,1911.48744,1904.15308,-2.95125669,1.28467631,-0.911522216,1400.59521,1721.86743,1687.21856,-3.02342578,1.24314311,-1.05192434,11880.7809,10787.4298,12717.1378,-0.175649854,-2.14022247,2.08772881,11871.6828,10779.5135,12707.8828,-0.175866487,-2.14052613,2.08738801,11651.7116,10586.3569,12484.0622,-0.181113447,-2.14799054,2.07899789,12381.8358,11167.3475,13215.9514,-0.190674862,-2.16239617,2.06299328,12028.9067,10937.9317,12867.9319,-0.172640318,-2.13694056,2.09158107,11256.3019,10268.8973,12083.2449,-0.190672723,-2.16239281,2.06299697,11646.3825,10581.5382,12478.588,-0.181248905,-2.14818122,2.07878594,12030.1755,10939.2577,12869.0707,-0.172625335,-2.13695175,2.09156716,12381.9321,11167.4258,13216.049,-0.190672723,-2.1623928,2.06299697
5,20,0.3,0.5,0.5,385.229985,416.041741,335.631299,-0.446022996,-2.70778412,1.47337558,21087.0854,21064.2146,21119.1564,-0.00238640073,-2.09482072,2.09428603,20912.7229,20875.5882,20966.887,-0.00403319495,-2.09511549,2.09422211,17671.6819,17378.254,18138.2542,-0.0406977596,-2.10153082,2.09332919,13943.2216,13328.6408,14836.133,-0.104789971,-2.11218905,2.0923974,10936.5238,10295.7726,12112.0671,-0.172625351,-2.1369518,2.09156713,11990.6892,10895.066,12833.6983,-0.173220012,-2.13649798,2.09200956,6671.51078,4387.84664,5645.12252,-2.65901115,1.47726045,-0.227394477,1737.2324,1911.48744,1904.15308,-2.95125669,1.28467631,-0.911522216,1400.59521,1721.86743,1687.21856,-3.02342578,1.24314311,-1.05192434,11880.7809,10787.4298,12717.1378,-0.175649854,-2.14022247,2.08772881,11871.6828,10779.5135,12707.8828,-0.175866487,-2.14052613,2.08738801,11651.7116,10586.3569,12484.0622,-0.181113447,-2.14799054,2.07899789,12381.8358,11167.3475,13215.9514,-0.190674862,-2.16239617,2.06299328,12028.9067,10937.9317,12867.9319,-0.172640318,-2.13694056,2.09158107,11256.3019,10268.8973,12083.2449,-0.190672723,-2.16239281,2.06299697,11646.3825,10581.5382,12478.588,-0.181248905,-2.14818122,2.07878594,12030.1755,10939.2577,12869.0707,-0.172625335,-2.13695175,2.09156716,12381.9321,11167.4258,13216.049,-0.190672723,-2.1623928,2.06299697
1,21,0.4,0.5,0.5,384.52993,415.052572,335.380055,-0.446738745,-2.70713996,1.47419105,21087.5227,21064.8847,21119.3368,-0.00237283612,-2.09482858,2.09427693,20913.4521,20876.7072,20967.1883,-0.00401028655,-2.0951287,2.09420681,17677.7056,17387.749,18140.8114,-0.0404552861,-2.10166144,2.09317954,13954.8434,13347.9272,14841.3207,-0.104112805,-2.1125183,2.09202725,10952.0575,10322.7711,12119.5852,-0.171355634,-2.13747913,2.09092375,12007.8335,10923.8515,12841.7052,-0.171941777,-2.13703232,2.09136151,6668.6789,4389.85059,5644.14006,-2.65793912,1.47853858,-0.226979906,1736.49502,1912.43739,1904.1956,-2.95018464,1.28563167,-0.91126865,1400.00071,1722.73495,1687.34536,-3.02235376,1.24404719,-1.05167539,11897.8047,10815.9267,12725.0868,-0.17437039,-2.14075631,2.0870784,11888.6965,10807.989,12715.827,-0.17458693,-2.14105992,2.08673741,11668.4805,10614.3111,12491.888,-0.179831589,-2.14852281,2.07834265,12399.7824,11196.7654,13224.2594,-0.189386326,-2.16292264,2.0623294,12045.9957,10966.6207,12875.9206,-0.171370341,-2.13746811,2.09093754,11272.6171,10295.9485,12090.8408,-0.189384186,-2.1629193,2.06233309,11663.1453,10609.4793,12486.4108,-0.179966991,-2.14871347,2.07813058,12047.2626,10967.9436,12877.0587,-0.171355621,-2.13747909,2.09092378,12399.8787,11196.8439,13224.357,-0.189384184,-2.16291929,2.06233309
2,22,0.4,0.5,0.5,384.52993,415.052572,335.380055,-0.446738745,-2.70713996,1.47419105,21087.5227,21064.8847,21119.3368,-0.00237283612,-2.09482858,2.09427693,20913.4521,20876.7072,20967.1883,-0.00401028655,-2.0951287,2.09420681,17677.7056,17387.749,18140.8114,-0.0404552861,-2.10166144,2.09317954,13954.8434,13347.9272,14841.3207,-0.104112805,-2.1125183,2.09202725,10952.0575,10322.7711,12119.5852,-0.171355634,-2.13747913,2.09092375,12007.8335,10923.8515,12841.7052,-0.171941777,-2.13703232,2.09136151,6668.6789,4389.85059,5644.14006,-2.65793912,1.47853858,-0.226979906,1736.49502,1912.43739,1904.1956,-2.95018464,1.28563167,-0.91126865,1400.00071,1722.73495,1687.34536,-3.02235376,1.24404719,-1.05167539,11897.8047,10815.9267,12725.0868,-0.17437039,-2.14075631,2.0870784,11888.6965,10807.989,12715.827,-0.17458693,-2.14105992,2.08673741,11668.4805,10614.3111,12491.888,-0.179831589,-2.14852281,2.07834265,12399.7824,11196.7654,13224.2594,-0.189386326,-2.16292264,2.0623294,12045.9957,10966.6207,12875.9206,-0.171370341,-2.13746811,2.09093754,11272.6171,10295.9485,12090.8408,-0.189384186,-2.1629193,2.06233309,11663.1453,10609.4793,12486.4108,-0.179966991,-2.14871347,2.07813058,12047.2626,10967.9436,12877.0587,-0.171355621,-2.13747909,2.09092378,12399.8787,11196.8439,13224.357,-0.189384184,-2.16291929,2.06233309
3,23,0.4,0.5,0.5,384.52993,415.052572,335.380055,-0.446738745,-2.70713996,1.47419105,21087.5227,21064.8847,21119.3368,-0.00237283612,-2.09482858,2.09427693,20913.4521,20876.7072,20967.1883,-0.00401028655,-2.0951287,2.09420681,17677.7056,17387.749,18140.8114,-0.0404552861,-2.10166144,2.09317954,13954.8434,13347.9272,14841.3207,-0.104112805,-2.1125183,2.09202725,10952.0575,10322.7711,12119.5852,-0.171355634,-2.13747913,2.09092375,12007.8335,10923.8515,12841.7052,-0.171941777,-2.13703232,2.09136151,6668.6789,4389.85059,5644.14006,-2.65793912,1.47853858,-0.226979906,1736.49502,1912.43739,1904.1956,-2.95018464,1.28563167,-0.91126865,1400.00071,1722.73495,1687.34536,-3.02235376,1.24404719,-1.05167539,11897.8047,10815.9267,12725.0868,-0.17437039,-2.14075631,2.0870784,11888.6965,10807.989,12715.827,-0.17458693,-2.14105992,2.08673741,11668.4805,10614.3111,12491.888,-0.179831589,-2.14852281,2.07834265,12399.7824,11196.7654,13224.2594,-0.189386326,-2.16292264,2.0623294,12045.9957,10966.6207,12875.9206,-0.171370341,-2.13746811,2.09093754,11272.6171,10295.9485,12090.8408,-0.189384186,-2.1629193,2.06233309,11663.1453,10609.4793,12486.4108,-0.179966991,-2.14871347,2.07813058,12047.2626,10967.9436,12877.0587,-0.171355621,-2.13747909,2.09092378,12399.8787,11196.8439,13224.357,-0.189384184,-2.16291929,2.06233309
4,24,0.4,0.5,0.5,384.52993,415.052572,335.380055,-0.446738745,-2.70713996,1.47419105,21087.5227,21064.8847,21119.3368,-0.00237283612,-2.09482858,2.09427693,20913.4521,20876.7072,20967.1883,-0.00401028655,-2.0951287,2.09420681,17677.7056,17387.749,18140.8114,-0.0404552861,-2.10166144,2.09317954,13954.8434,13347.9272,14841.3207,-0.104112805,-2.1125183,2.09202725,10952.0575,10322.7711,12119.5852,-0.171355634,-2.13747913,2.09092375,12007.8335,10923.8515,12841.7052,-0.171941777,-2.13703232,2.09136151,6668.6789,4389.85059,5644.14006,-2.65793912,1.47853858,-0.226979906,1736.49502,1912.43739,1904.1956,-2.95018464,1.28563167,-0.91126865,1400.00071,1722.73495,1687.34536,-3.02235376,1.24404719,-1.05167539,11897.8047,10815.9267,12725.0868,-0.17437039,-2.14075631,2.0870784,11888.6965,10807.989,12715.827,-0.17458693,-2.14105992,2.08673741,11668.4805,10614.3111,12491.888,-0.179831589,-2.14852281,2.07834265,12399.7824,11196.7654,13224.2594,-0.189386326,-2.16292264,2.0623294,12045.9957,10966.6207,12875.9206,-0.171370341,-2.13746811,2.09093754,11272.6171,10295.9485,12090.8408,-0.189384186,-2.1629193,2.06233309,11663.1453,10609.4793,12486.4108,-0.179966991,-2.14871347,2.07813058,12047.2626,10967.9436,12877.0587,-0.171355621,-2.13747909,2.09092378,12399.8787,11196.8439,13224.357,-0.189384184,-2.16291929,2.06233309
5,25,0.4,0.5,0.5,384.52993,415.052572,335.380055,-0.446738745,-2.70713996,1.47419105,21087.5227,21064.8847,21119.3368,-0.00237283612,-2.09482858,2.09427693,20913.4521,20876.7072,20967.1883,-0.00401028655,-2.0951287,2.09420681,17677.7056,17387.749,18140.8114,-0.0404552861,-2.10166144,2.09317954,13954.8434,13347.9272,14841.3207,-0.104112805,-2.1125183,2.09202725,10952.0575,10322.7711,12119.5852,-0.171355634,-2.13747913,2.09092375,12007.8335,10923.8515,12841.7052,-0.171941777,-2.13703232,2.09136151,6668.6789,4389.85059,5644.14006,-2.65793912,1.47853858,-0.226979906,1736.49502,1912.43739,1904.1956,-2.95018464,1.28563167,-0.91126865,1400.00071,1722.73495,1687.34536,-3.02235376,1.24404719,-1.05167539,11897.8047,10815.9267,12725.0868,-0.17437039,-2.14075631,2.0870784,11888.6965,10807.989,12715.827,-0.17458693,-2.14105992,2.08673741,11668.4805,10614.3111,12491.888,-0.179831589,-2.14852281,2.07834265,12399.7824,11196.7654,13224.2594,-0.189386326,-2.16292264,2.0623294,12045.9957,10966.6207,12875.9206,-0.171370341,-2.13746811,2.09093754,11272.6171,10295.9485,12090.8408,-0.189384186,-2.1629193,2.06233309,11663.1453,10609.4793,12486.4108,-0.179966991,-2.14871347,2.07813058,12047.2626,10967.9436,12877.0587,-0.171355621,-2.13747909,2.09092378,12399.8787,11196.8439,13224.357,-0.189384184,-2.16291929,2.06233309
1,26,0.5,0.5,0.5,383.834096,414.069728,335.129415,-0.447452603,-2.70649969,1.47499991,21087.9575,21065.5505,21119.5168,-0.00235935466,-2.09483635,2.09426792,20914.1772,20877.8191,20967.4891,-0.00398751915,-2.09514176,2.09419165,17683.696,17397.1847,18143.3643,-0.0402144458,-2.10179043,2.09303136,13966.4054,13367.0939,14846.5008,-0.103440843,-2.11284279,2.09166091,10967.521,10349.6013,12127.0931,-0.170097074,-2.13799724,2.09028735,12024.9004,10952.4578,12849.7013,-0.170674795,-2.1375573,2.0907205,6665.95288,4391.87517,5643.21764,-2.65686811,1.47980965,-0.22655859,1735.78517,1913.39304,1904.25278,-2.94911364,1.28658448,-0.911006568,1399.42843,1723.60723,1687.48384,-3.02128272,1.24494948,-1.05141796,11914.7516,10844.2461,12733.0254,-0.173102198,-2.14128079,2.08643503,11905.6333,10836.2872,12723.7605,-0.173318658,-2.14158434,2.08609386,11685.1735,10642.0911,12499.7032,-0.178561049,-2.14904576,2.07769449,12417.6476,11226,13232.556,-0.188109199,-2.16343987,2.06167268,12063.0074,10995.1309,12883.8984,-0.170111536,-2.13798641,2.090301,11288.8583,10322.8311,12098.4264,-0.188107057,-2.16343652,2.06167637,11679.8324,10637.2465,12494.2232,-0.1786964,-2.14923637,2.07748232,12064.2723,10996.4508,12885.0359,-0.17009706,-2.1379972,2.09028738,12417.7441,11226.0788,13232.6538,-0.188107057,-2.16343652,2.06167637
2,27,0.5,0.5,0.5,383.834096,414.069728,335.129415,-0.447452603,-2.70649969,1.47499991,21087.9575,21065.5505,21119.5168,-0.00235935466,-2.09483635,2.09426792,20914.1772,20877.8191,20967.4891,-0.00398751915,-2.09514176,2.09419165,17683.696,17397.1847,18143.3643,-0.0402144458,-2.10179043,2.09303136,13966.4054,13367.0939,14846.5008,-0.103440843,-2.11284279,2.09166091,10967.521,10349.6013,12127.0931,-0.170097074,-2.13799724,2.09028735,12024.9004,10952.4578,12849.7013,-0.170674795,-2.1375573,2.0907205,6665.95288,4391.87517,5643.21764,-2.65686811,1.47980965,-0.22655859,1735.78517,1913.39304,1904.25278,-2.94911364,1.28658448,-0.911006568,1399.42843,1723.60723,1687.48384,-3.02128272,1.24494948,-1.05141796,11914.7516,10844.2461,12733.0254,-0.173102198,-2.14128079,2.08643503,11905.6333,10836.2872,12723.7605,-0.173318658,-2.14158434,2.08609386,11685.1735,10642.0911,12499.7032,-0.178561049,-2.14904576,2.07769449,12417.6476,11226,13232.556,-0.188109199,-2.16343987,2.06167268,12063.0074,10995.1309,12883.8984,-0.170111536,-2.13798641,2.090301,11288.8583,10322.8311,12098.4264,-0.188107057,-2.16343652,2.06167637,11679.8324,10637.2465,12494.2232,-0.1786964,-2.14923637,2.07748232,12064.2723,10996.4508,12885.0359,-0.17009706,-2.1379972,2.09028738,12417.7441,11226.0788,13232.6538,-0.188107057,-2.16343652,2.06167637
3,28,0.5,0.5,0.5,383.834096,414.069728,335.129415,-0.447452603,-2.70649969,1.47499991,21087.9575,21065.5505,21119.5168,-0.00235935466,-2.09483635,2.09426792,20914.1772,20877.8191,20967.4891,-0.00398751915,-2.09514176,2.09419165,17683.696,17397.1847,18143.3643,-0.0402144458,-2.10179043,2.09303136,13966.4054,13367.0939,14846.5008,-0.103440843,-2.11284279,2.09166091,10967.521,10349.6013,12127.0931,-0.170097074,-2.13799724,2.09028735,12024.9004,10952.4578,12849.7013,-0.170674795,-2.1375573,2.0907205,6665.95288,4391.87517,5643.21764,-2.65686811,1.47980965,-0.22655859,1735.78517,1913.39304,1904.25278,-2.94911364,1.28658448,-0.911006568,1399.42843,1723.60723,1687.48384,-3.02128272,1.24494948,-1.05141796,11914.7516,10844.2461,12733.0254,-0.173102198,-2.14128079,2.08643503,11905.6333,10836.2872,12723.7605,-0.173318658,-2.14158434,2.08609386,11685.1735,10642.0911,12499.7032,-0.178561049,-2.14904576,2.07769449,12417.6476,11226,13232.556,-0.188109199,-2.16343987,2.06167268,12063.0074,10995.1309,12883.8984,-0.170111536,-2.13798641,2.090301,11288.8583,10322.8311,12098.4264,-0.188107057,-2.16343652,2.06167637,11679.8324,10637.2465,12494.2232,-0.1786964,-2.14923637,2.07748232,12064.2723,10996.4508,12885.0359,-0.17009706,-2.1379972,2.09028738,12417.7441,11226.0788,13232.6538,-0.188107057,-2.16343652,2.06167637
