tipoCurto,n,m1,m2,m3,A_I800,B_I800,C_I800,A_I800A,B_I800A,C_I800A,A_I802,B_I802,C_I802,A_I802A,B_I802A,C_I802A,A_I806,B_I806,C_I806,A_I806A,B_I806A,C_I806A,A_I808,B_I808,C_I808,A_I808A,B_I808A,C_I808A,A_I812,B_I812,C_I812,A_I812A,B_I812A,C_I812A,A_I814,B_I814,C_I814,A_I814A,B_I814A,C_I814A,A_I816,B_I816,C_I816,A_I816A,B_I816A,C_I816A,A_I818,B_I818,C_I818,A_I818A,B_I818A,C_I818A,A_I820,B_I820,C_I820,A_I820A,B_I820A,C_I820A,A_I822,B_I822,C_I822,A_I822A,B_I822A,C_I822A,A_I824,B_I824,C_I824,A_I824A,B_I824A,C_I824A,A_I828,B_I828,C_I828,A_I828A,B_I828A,C_I828A,A_I830,B_I830,C_I830,A_I830A,B_I830A,C_I830A,A_I832,B_I832,C_I832,A_I832A,B_I832A,C_I832A,A_I850,B_I850,C_I850,A_I850A,B_I850A,C_I850A,A_I852,B_I852,C_I852,A_I852A,B_I852A,C_I852A,A_I854,B_I854,C_I854,A_I854A,B_I854A,C_I854A,A_IRG10,B_IRG10,C_IRG10,A_IRG10A,B_IRG10A,C_IRG10A,A_IRG11,B_IRG11,C_IRG11,A_IRG11A,B_IRG11A,C_IRG11A
2,52,0.999,0.5,0.5,380.4238,409.2582,333.8878,-0.450986,-2.703362,1.478939,380.4515,409.2947,333.9247,-0.451137,-2.70349,1.478783,380.4509,407.7264,332.5828,-0.4512615,-2.704168,1.478215,380.7362,406.5312,331.6312,-0.4530184,-2.706225,1.475935,380.9994,405.1578,332.0463,-0.454709,-2.708308,1.474158,381.0029,405.2774,332.1384,-0.4550104,-2.708501,1.473665,346.3558,381.4303,312.5929,-0.4550323,-2.708526,1.47363,259.7463,252.8307,258.3967,2.8739,0.7887048,-1.287172,86.86027,89.40598,105.1303,2.611938,0.7481543,-1.480986,0.9948172,1.021226,1.198304,2.114876,0.2460502,-1.978855,2.052879e-17,2.392268,3.709155e-17,-1.442444,-2.599988,-1.812172,31.76431,28.09891,34.68086,-0.3226916,-2.223396,2.040733,31.35945,28.11978,34.69165,-0.3279256,-2.232172,2.032416,27.48551,25.1738,30.59206,-0.3155168,-2.229161,2.031882,346.3546,381.4282,312.5903,-0.4550206,-2.708517,1.473641,30.24769,27.38882,33.47459,-0.3154548,-2.229131,2.031896,30.26418,27.55045,33.48847,-0.3110936,-2.224826,2.038056,346.3546,381.4282,312.5903,-0.4550205,-2.708517,1.473641,27.48551,25.17378,30.59207,-0.3155155,-2.229159,2.031884
3,53,0.999,0.5,0.5,380.4238,409.2582,333.8878,-0.450986,-2.703362,1.478939,380.4515,409.2947,333.9247,-0.451137,-2.70349,1.478783,380.4509,407.7264,332.5828,-0.4512615,-2.704168,1.478215,380.7362,406.5312,331.6312,-0.4530184,-2.706225,1.475935,380.9994,405.1578,332.0463,-0.454709,-2.708308,1.474158,381.0029,405.2774,332.1384,-0.4550104,-2.708501,1.473665,346.3558,381.4303,312.5929,-0.4550323,-2.708526,1.47363,259.7463,252.8307,258.3967,2.8739,0.7887048,-1.287172,86.86027,89.40598,105.1303,2.611938,0.7481543,-1.480986,0.9948172,1.021226,1.198304,2.114876,0.2460502,-1.978855,2.052879e-17,2.392268,3.709155e-17,-1.442444,-2.599988,-1.812172,31.76431,28.09891,34.68086,-0.3226916,-2.223396,2.040733,31.35945,28.11978,34.69165,-0.3279256,-2.232172,2.032416,27.48551,25.1738,30.59206,-0.3155168,-2.229161,2.031882,346.3546,381.4282,312.5903,-0.4550206,-2.708517,1.473641,30.24769,27.38882,33.47459,-0.3154548,-2.229131,2.031896,30.26418,27.55045,33.48847,-0.3110936,-2.224826,2.038056,346.3546,381.4282,312.5903,-0.4550205,-2.708517,1.473641,27.48551,25.17378,30.59207,-0.3155155,-2.229159,2.031884
4,54,0.999,0.5,0.5,380.4238,409.2582,333.8878,-0.450986,-2.703362,1.478939,380.4515,409.2947,333.9247,-0.451137,-2.70349,1.478783,380.4509,407.7264,332.5828,-0.4512615,-2.704168,1.478215,380.7362,406.5312,331.6312,-0.4530184,-2.706225,1.475935,380.9994,405.1578,332.0463,-0.454709,-2.708308,1.474158,381.0029,405.2774,332.1384,-0.4550104,-2.708501,1.473665,346.3558,381.4303,312.5929,-0.4550323,-2.708526,1.47363,259.7463,252.8307,258.3967,2.8739,0.7887048,-1.287172,86.86027,89.40598,105.1303,2.611938,0.7481543,-1.480986,0.9948172,1.021226,1.198304,2.114876,0.2460502,-1.978855,2.052879e-17,2.392268,3.709155e-17,-1.442444,-2.599988,-1.812172,31.76431,28.09891,34.68086,-0.3226916,-2.223396,2.040733,31.35945,28.11978,34.69165,-0.3279256,-2.232172,2.032416,27.48551,25.1738,30.59206,-0.3155168,-2.229161,2.031882,346.3546,381.4282,312.5903,-0.4550206,-2.708517,1.473641,30.24769,27.38882,33.47459,-0.3154548,-2.229131,2.031896,30.26418,27.55045,33.48847,-0.3110936,-2.224826,2.038056,346.3546,381.4282,312.5903,-0.4550205,-2.708517,1.473641,27.48551,25.17378,30.59207,-0.3155155,-2.229159,2.031884
5,55,0.999,0.5,0.5,380.4238,409.2582,333.8878,-0.450986,-2.703362,1.478939,380.4515,409.2947,333.9247,-0.451137,-2.70349,1.478783,380.4509,407.7264,332.5828,-0.4512615,-2.704168,1.478215,380.7362,406.5312,331.6312,-0.4530184,-2.706225,1.475935,380.9994,405.1578,332.0463,-0.454709,-2.708308,1.474158,381.0029,405.2774,332.1384,-0.4550104,-2.708501,1.473665,346.3558,381.4303,312.5929,-0.4550323,-2.708526,1.47363,259.7463,252.8307,258.3967,2.8739,0.7887048,-1.287172,86.86027,89.40598,105.1303,2.611938,0.7481543,-1.480986,0.9948172,1.021226,1.198304,2.114876,0.2460502,-1.978855,2.052879e-17,2.392268,3.709155e-17,-1.442444,-2.599988,-1.812172,31.76431,28.09891,34.68086,-0.3226916,-2.223396,2.040733,31.35945,28.11978,34.69165,-0.3279256,-2.232172,2.032416,27.48551,25.1738,30.59206,-0.3155168,-2.229161,2.031882,346.3546,381.4282,312.5903,-0.4550206,-2.708517,1.473641,30.24769,27.38882,33.47459,-0.3154548,-2.229131,2.031896,30.26418,27.55045,33.48847,-0.3110936,-2.224826,2.038056,346.3546,381.4282,312.5903,-0.4550205,-2.708517,1.473641,27.48551,25.17378,30.59207,-0.3155155,-2.229159,2.031884
1,56,0.5,0.001,0.5,413.4516,446.6493,345.3316,-0.4456898,-2.746274,1.445826,413.479,446.688,345.3701,-0.4458291,-2.746388,1.445679,413.4781,445.1313,344.0349,-0.4459435,-2.747162,1.444999,413.7555,443.9687,343.1086,-0.4475514,-2.749146,1.442711,414.0013,442.6314,343.5442,-0.4490719,-2.751162,1.441065,414.0011,442.7511,343.6442,-0.4493373,-2.751309,1.440617,376.3547,416.7011,323.4227,-0.4493548,-2.751331,1.440582,398.0236,361.0571,317.1205,3.055508,0.770711,-1.122248,104.1424,102.7075,111.8814,2.71197,0.7132736,-1.418183,1.192957,1.173609,1.275255,2.214521,0.2109968,-1.916052,1.895364e-17,2.158753,3.63243e-17,-1.480855,-2.553217,-1.790614,29.62651,25.31413,33.63646,-0.3603386,-2.173691,2.06078,29.25333,25.33273,33.64861,-0.3655561,-2.182464,2.052442,25.62265,22.68194,29.67507,-0.3533103,-2.179676,2.052417,376.3537,416.699,323.42,-0.4493448,-2.751324,1.440592,28.1975,24.67773,32.47123,-0.3532481,-2.179647,2.052434,28.21323,24.82095,32.48041,-0.3488566,-2.175166,2.058605,376.3537,416.699,323.42,-0.4493447,-2.751324,1.440592,25.62266,22.68192,29.67507,-0.3533089,-2.179674,2.052419
1,57,0.5,0.1,0.5,405.4996,437.0996,342.8553,-0.4484294,-2.736662,1.454223,405.5272,437.1378,342.8934,-0.4485712,-2.736779,1.454074,405.5264,435.5784,341.5563,-0.4486879,-2.737536,1.453422,405.8067,434.4085,340.6234,-0.4503283,-2.739541,1.451139,406.058,433.0631,341.0537,-0.4518857,-2.741578,1.449463,406.0589,433.183,341.1517,-0.452159,-2.741736,1.449004,369.1345,407.6955,321.0766,-0.4521776,-2.741758,1.448969,360.0875,330.4043,303.7546,3.008503,0.7741233,-1.162327,98.71078,98.20485,110.1466,2.674618,0.7202402,-1.440356,1.130667,1.122011,1.255481,2.177286,0.2179994,-1.938225,1.931838e-17,2.217507,3.647301e-17,-1.469391,-2.56536,-1.796319,30.1134,26.01498,33.86037,-0.3493473,-2.186595,2.055511,29.73289,26.03414,33.87214,-0.3545727,-2.195369,2.047178,26.04728,23.309,29.87163,-0.3422674,-2.192519,2.047016,369.1334,407.6934,321.074,-0.4521672,-2.741751,1.44898,28.66483,25.35996,32.68631,-0.3422051,-2.19249,2.047033,28.68077,25.5079,32.69668,-0.3378234,-2.188058,2.053202,369.1334,407.6933,321.0739,-0.4521671,-2.741751,1.44898,26.04729,23.30898,29.87164,-0.342266,-2.192518,2.047018
1,58,0.5,0.2,0.5,398.7324,429.4717,340.6439,-0.4495587,-2.727855,1.460925,398.76,429.5095,340.6817,-0.4497029,-2.727975,1.460774,398.7593,427.9475,339.3432,-0.4498215,-2.728713,1.460145,399.0413,426.7709,338.4051,-0.4514916,-2.730732,1.457864,399.2962,425.418,338.8312,-0.4530829,-2.732782,1.456163,399.2979,425.5378,338.9276,-0.4533633,-2.732949,1.455696,362.9879,400.4997,318.9832,-0.4533827,-2.732971,1.455661,328.4609,305.4559,291.0644,2.967279,0.7772147,-1.199028,94.45743,94.82281,108.5593,2.646458,0.7264957,-1.457873,1.081897,1.083263,1.237389,2.149221,0.2242932,-1.955742,1.964047e-17,2.264847,3.661739e-17,-1.461301,-2.57554,-1.800719,30.54938,26.57938,34.06323,-0.3414151,-2.197397,2.051377,30.1624,26.599,34.07472,-0.3466439,-2.206172,2.043049,26.42725,23.81404,30.04964,-0.3343047,-2.203274,2.042781,362.9868,400.4976,318.9805,-0.453372,-2.732964,1.455672,29.08301,25.90943,32.88108,-0.3342425,-2.203245,2.042797,29.0991,26.06109,32.89242,-0.3298674,-2.198851,2.048963,362.9868,400.4975,318.9805,-0.4533719,-2.732964,1.455672,26.42726,23.81402,30.04964,-0.3343033,-2.203273,2.042783
1,59,0.5,0.3,0.5,392.9846,423.3202,338.6443,-0.4495552,-2.71994,1.4664,393.0122,423.3576,338.6818,-0.4497015,-2.720062,1.466248,393.0115,421.7934,337.3422,-0.4498219,-2.720781,1.465637,393.2942,420.6106,336.4,-0.4515188,-2.722809,1.463356,393.5513,419.2508,336.8228,-0.4531407,-2.724867,1.461633,393.5535,419.3705,336.9178,-0.4534276,-2.725042,1.461158,357.7657,394.6949,317.0915,-0.4534477,-2.725065,1.461123,301.9737,284.874,279.1933,2.931158,0.7796281,-1.232279,91.1945,92.32376,107.152,2.626721,0.7320669,-1.470755,1.044489,1.054639,1.221348,2.129557,0.2298997,-1.968624,1.992214e-17,2.30337,3.675627e-17,-1.455632,-2.584076,-1.80422,30.93512,27.03837,34.24763,-0.3357281,-2.20645,2.048039,30.54247,27.05837,34.2589,-0.3409578,-2.215226,2.039714,26.76323,24.22481,30.2114,-0.3286002,-2.212289,2.039363,357.7645,394.6928,317.0889,-0.4534367,-2.725058,1.461134,29.45278,26.35634,33.05808,-0.3285381,-2.21226,2.039378,29.46898,26.51098,33.07021,-0.3241675,-2.207896,2.045542,357.7645,394.6928,317.0889,-0.4534366,-2.725058,1.461134,26.76323,24.22479,30.21141,-0.3285988,-2.212288,2.039365
1,60,0.5,0.4,0.5,388.0667,418.2723,336.8143,-0.4487712,-2.712849,1.471012,388.0944,418.3092,336.8516,-0.4489194,-2.712973,1.470858,388.0936,416.7432,335.5111,-0.4490414,-2.713673,1.470263,388.3764,415.5549,334.5654,-0.4507624,-2.715709,1.467981,388.6347,414.1888,334.9854,-0.4524122,-2.717771,1.466238,388.6372,414.3084,335.0794,-0.4527047,-2.717953,1.465757,353.2962,389.9303,315.3611,-0.4527255,-2.717976,1.465721,279.5073,267.5464,268.1224,2.899281,0.781294,-1.262402,88.75226,90.52679,105.9306,2.614603,0.7371497,-1.479232,1.016496,1.034064,1.207426,2.117492,0.2350124,-1.977101,2.016901e-17,2.335267,3.68893e-17,-1.451669,-2.591312,-1.807115,31.27656,27.41815,34.41645,-0.3316544,-2.214122,2.045243,30.87894,27.43846,34.42756,-0.3368835,-2.222898,2.036922,27.06048,24.56473,30.35951,-0.3245169,-2.21993,2.036505,353.2951,389.9283,315.3585,-0.4527142,-2.717968,1.465732,29.77991,26.72616,33.22013,-0.3244549,-2.2199,2.036519,29.79621,26.88321,33.23291,-0.3200872,-2.215561,2.042679,353.2951,389.9282,315.3584,-0.4527141,-2.717968,1.465733,27.06048,24.56471,30.35952,-0.3245155,-2.219929,2.036507
1,61,0.5,0.5,0.5,383.8341,414.0697,335.1294,-0.4474526,-2.7065,1.475,383.8616,414.1064,335.1665,-0.4476026,-2.706626,1.474845,383.8608,412.5387,333.8253,-0.4477259,-2.707309,1.474263,384.1431,411.3454,332.8767,-0.4494688,-2.709348,1.47198,384.402,409.9737,333.2943,-0.4511437,-2.711413,1.470219,384.4046,410.0931,333.3873,-0.4514415,-2.711601,1.469731,349.4483,385.9628,313.7684,-0.4514627,-2.711624,1.469696,260.2529,252.716,257.8186,2.871015,0.7822604,-1.289676,87.01478,89.32021,104.8951,2.609588,0.7419542,-1.483491,0.9965893,1.020256,1.195624,2.112511,0.2398402,-1.98136,2.038597e-17,2.362055,3.701602e-17,-1.448932,-2.597504,-1.809586,31.57916,27.73684,34.57158,-0.3287598,-2.220686,2.04283,31.17717,27.75741,34.58257,-0.3339876,-2.229463,2.034513,27.3238,24.85,30.49562,-0.3216177,-2.22647,2.034042,349.4472,385.9608,313.7659,-0.4514512,-2.711616,1.469707,30.06972,27.03653,33.36906,-0.3215558,-2.22644,2.034057,30.0861,27.19557,33.38238,-0.3171899,-2.22212,2.040213,349.4472,385.9607,313.7658,-0.4514511,-2.711616,1.469707,27.32381,24.84998,30.49563,-0.3216163,-2.226468,2.034045
1,62,0.5,0.6,0.5,380.1738,410.5293,333.574,-0.4457735,-2.70081,1.478523,380.2013,410.5657,333.6109,-0.4459251,-2.700938,1.478367,380.2004,408.9966,332.2691,-0.4460496,-2.701605,1.477797,380.4819,407.7989,331.3179,-0.4478123,-2.703647,1.475513,380.7408,406.4221,331.7335,-0.44951,-2.705711,1.473735,380.7435,406.5413,331.8257,-0.4498124,-2.705905,1.473242,346.1199,382.6198,312.2985,-0.449834,-2.705929,1.473206,243.611,239.854,248.2403,2.845891,0.782623,-1.314348,85.90419,88.63916,104.0414,2.611385,0.7466759,-1.483673,0.9838743,1.012471,1.185892,2.114326,0.2445782,-1.981542,2.057714e-17,2.384814,3.713611e-17,-1.447091,-2.60285,-1.811754,31.84776,28.00735,34.71439,-0.3267403,-2.226352,2.040697,31.44191,28.02814,34.72529,-0.3319662,-2.23513,2.032383,27.55745,25.09217,30.62094,-0.3195965,-2.232115,2.031869,346.1187,382.6177,312.296,-0.4498223,-2.70592,1.473218,30.32686,27.30001,33.50618,-0.3195347,-2.232085,2.031883,30.34331,27.46071,33.51995,-0.3151698,-2.227782,2.038036,346.1187,382.6177,312.2959,-0.4498222,-2.70592,1.473218,27.55745,25.09215,30.62094,-0.3195951,-2.232114,2.031871
1,63,0.5,0.7,0.5,376.997,407.5182,332.1366,-0.4438578,-2.695705,1.48169,377.0243,407.5543,332.1734,-0.4440108,-2.695834,1.481533,377.0234,405.984,330.831,-0.4441363,-2.696486,1.480973,377.3039,404.7823,329.8775,-0.4459169,-2.698529,1.478687,377.5624,403.401,330.2912,-0.4476352,-2.700593,1.476894,377.565,403.52,330.3827,-0.4479418,-2.700791,1.476396,343.2303,379.7761,310.9404,-0.4479638,-2.700815,1.47636,229.1279,228.5818,239.3413,2.823561,0.7824902,-1.336622,85.37112,88.45352,103.3614,2.6199,0.7514937,-1.479878,0.9777856,1.010363,1.178142,2.122842,0.2494059,-1.977747,2.074596e-17,2.404326,3.72494e-17,-1.445912,-2.607497,-1.813696,32.08653,28.23907,34.84596,-0.3253794,-2.231279,2.038776,31.67727,28.26005,34.85679,-0.3306033,-2.240057,2.030464,27.76508,25.29964,30.73641,-0.3182357,-2.237025,2.029916,343.2291,379.7741,310.9378,-0.4479518,-2.700807,1.476372,30.55537,27.52573,33.63253,-0.318174,-2.236995,2.029929,30.57188,27.68783,33.64669,-0.3138096,-2.232704,2.036078,343.2291,379.774,310.9378,-0.4479517,-2.700807,1.476372,27.76508,25.29961,30.73641,-0.3182343,-2.237023,2.029918
1,64,0.5,0.8,0.5,374.2328,404.9389,330.8083,-0.4417929,-2.691118,1.484572,374.26,404.9747,330.8448,-0.4419472,-2.691248,1.484414,374.2589,403.4034,329.502,-0.4420737,-2.691886,1.483864,374.5383,402.198,328.5464,-0.4438704,-2.69393,1.481577,374.7962,400.8127,328.9585,-0.4456074,-2.695993,1.47977,374.7986,400.9315,329.0493,-0.4459177,-2.696195,1.479267,340.7153,377.3397,309.6853,-0.4459399,-2.696219,1.479231,216.4539,218.6236,231.0732,2.803784,0.7819675,-1.356673,85.3891,88.76224,102.8443,2.635221,0.7565838,-1.472167,0.9780204,1.013921,1.172247,2.138148,0.2545001,-1.970036,2.089534e-17,2.421171,3.735588e-17,-1.445234,-2.611564,-1.815464,32.29904,28.43891,34.96719,-0.3245217,-2.235589,2.037021,31.88677,28.46006,34.97797,-0.3297436,-2.244368,2.028711,27.94982,25.47857,30.84282,-0.3173793,-2.241321,2.028134,340.7141,377.3377,309.6828,-0.4459278,-2.69621,1.479243,30.75868,27.72041,33.74897,-0.3173176,-2.241291,2.028147,30.77526,27.88371,33.76345,-0.3129532,-2.237011,2.034293,340.7141,377.3377,309.6827,-0.4459277,-2.69621,1.479243,27.94983,25.47855,30.84283,-0.3173779,-2.241319,2.028136
1,65,0.5,0.9,0.5,371.8245,402.719,329.5812,-0.4396395,-2.686991,1.487221,371.8516,402.7546,329.6177,-0.439795,-2.687123,1.487062,371.8504,401.1823,328.2744,-0.4399223,-2.687747,1.48652,372.1285,399.9737,327.3169,-0.4417336,-2.689791,1.484232,372.3855,398.5847,327.7274,-0.4434874,-2.691852,1.482412,372.3877,398.7034,327.8177,-0.443801,-2.692058,1.481904,338.5235,375.2426,308.526,-0.4438235,-2.692082,1.481868,205.3159,209.776,223.3876,2.786411,0.7811526,-1.374641,85.9515,89.59231,102.476,2.657625,0.7621457,-1.460564,0.9845038,1.023453,1.16805,2.160521,0.2600619,-1.958433,2.102767e-17,2.435778,3.745565e-17,-1.444939,-2.615141,-1.81709,32.48835,28.61202,35.07886,-0.3240556,-2.239381,2.035401,32.0734,28.63331,35.0896,-0.3292754,-2.24816,2.027093,28.11435,25.63359,30.94087,-0.3169151,-2.2451,2.026492,338.5223,375.2406,308.5235,-0.4438112,-2.692073,1.48188,30.93975,27.88907,33.85625,-0.3168535,-2.24507,2.026505,30.95638,28.05338,33.87102,-0.3124889,-2.240799,2.032649,338.5223,375.2405,308.5235,-0.4438111,-2.692073,1.481881,28.11435,25.63357,30.94088,-0.3169137,-2.245099,2.026494
1,66,0.5,0.999,0.5,369.7462,400.8231,328.4598,-0.4374596,-2.68331,1.489645,369.7732,400.8585,328.4961,-0.4376161,-2.683443,1.489485,369.7719,399.2853,327.1525,-0.4377441,-2.684056,1.488952,370.0487,398.0739,326.1932,-0.4395684,-2.686099,1.486662,370.3046,396.6816,326.6023,-0.4413372,-2.688157,1.48483,370.3067,396.8002,326.692,-0.4416539,-2.688367,1.484319,336.6316,373.4512,307.4666,-0.4416765,-2.688391,1.484283,195.5893,201.9638,216.3051,2.771527,0.7801479,-1.390487,87.05618,90.98434,102.2415,2.687266,0.7683778,-1.445237,0.9972125,1.039425,1.165376,2.190114,0.2662921,-1.943106,2.114385e-17,2.448346,3.754799e-17,-1.444945,-2.618272,-1.818583,32.65546,28.7608,35.18068,-0.3239021,-2.2427,2.033911,32.23816,28.78221,35.19139,-0.3291199,-2.251479,2.025604,28.25954,25.76683,31.03028,-0.3167639,-2.248409,2.024984,336.6304,373.4492,307.464,-0.4416641,-2.688382,1.484295,31.09954,28.03403,33.95408,-0.3167024,-2.248379,2.024997,31.11622,28.1992,33.96908,-0.3123373,-2.244115,2.031138,336.6304,373.4491,307.464,-0.4416639,-2.688382,1.484295,28.25955,25.76681,31.03029,-0.3167625,-2.248408,2.024986
1,67,0.5,0.5,0.001,384.5695,414.6285,335.6039,-0.4488882,-2.708029,1.474031,384.5971,414.6652,335.6411,-0.4490378,-2.708155,1.473876,384.5963,413.098,334.3001,-0.4491609,-2.708842,1.473291,384.8796,411.906,333.3521,-0.4508989,-2.710883,1.471009,385.1394,410.5358,333.7703,-0.4525681,-2.71295,1.469253,385.1422,410.6552,333.8636,-0.4528648,-2.713137,1.468766,350.1189,386.4919,314.2167,-0.452886,-2.713161,1.468731,264.1216,255.5311,261.3834,2.869817,0.781879,-1.287332,95.41978,96.08355,111.0702,2.653773,0.7495982,-1.444775,1.089865,1.095528,1.264232,2.15597,0.2481243,-1.943199,2.034013e-17,2.358374,3.697529e-17,-1.448266,-2.595987,-1.808929,31.51133,27.69385,34.52903,-0.3282135,-2.219086,2.04353,31.11027,27.71439,34.54002,-0.3334428,-2.227863,2.035211,27.26494,24.81146,30.45829,-0.3210675,-2.224873,2.034745,350.1177,386.4899,314.2141,-0.4528745,-2.713153,1.468742,30.00494,26.9946,33.32822,-0.3210055,-2.224843,2.034759,30.0213,27.15343,33.34147,-0.3166403,-2.220522,2.040917,350.1177,386.4898,314.2141,-0.4528744,-2.713153,1.468743,27.26495,24.81143,30.4583,-0.3210661,-2.224872,2.034747
1,68,0.5,0.5,0.1,384.4104,414.5068,335.5056,-0.4485994,-2.707706,1.474229,384.438,414.5436,335.5427,-0.4487491,-2.707832,1.474074,384.4372,412.9762,334.2017,-0.4488722,-2.708519,1.47349,384.7203,411.784,333.2536,-0.4506113,-2.710559,1.471208,384.9799,410.4134,333.6717,-0.4522817,-2.712626,1.46945,384.9827,410.5329,333.7648,-0.4525786,-2.712813,1.468964,349.9739,386.3768,314.1237,-0.4525998,-2.712837,1.468928,263.2959,254.9376,260.6472,2.869976,0.781961,-1.2879,93.63664,94.65076,109.8015,2.644486,0.7480772,-1.452814,1.07008,1.079581,1.250139,2.146822,0.2464731,-1.951128,2.03499e-17,2.359173,3.69837e-17,-1.448391,-2.596307,-1.809062,31.52574,27.70319,34.53788,-0.328313,-2.219424,2.043388,31.12448,27.72373,34.54886,-0.3335421,-2.228201,2.03507,27.27745,24.81983,30.46605,-0.3211678,-2.225211,2.034602,349.9727,386.3747,314.1212,-0.4525883,-2.712828,1.46894,30.0187,27.00371,33.33671,-0.3211058,-2.225181,2.034617,30.03507,27.16259,33.34997,-0.3167405,-2.22086,2.040774,349.9727,386.3747,314.1211,-0.4525882,-2.712828,1.46894,27.27745,24.81981,30.46606,-0.3211664,-2.225209,2.034605
1,69,0.5,0.5,0.2,384.2566,414.3898,335.4084,-0.4483094,-2.70739,1.474426,384.2842,414.4265,335.4455,-0.4484592,-2.707516,1.474271,384.2835,412.8591,334.1044,-0.4485824,-2.708202,1.473687,384.5664,411.6665,333.1562,-0.4503225,-2.710242,1.471405,384.8258,410.2957,333.5742,-0.4519941,-2.712308,1.469647,384.8285,410.4151,333.6673,-0.4522912,-2.712496,1.46916,349.8337,386.2659,314.0319,-0.4523124,-2.712519,1.469125,262.4925,254.3567,259.9183,2.870181,0.7820404,-1.28842,91.89642,93.25185,108.5422,2.635379,0.7465432,-1.460749,1.050769,1.064011,1.236149,2.137858,0.2448092,-1.958951,2.035942e-17,2.359943,3.699202e-17,-1.448521,-2.596621,-1.809195,31.53979,27.71219,34.54661,-0.3284186,-2.219755,2.043246,31.13834,27.73274,34.55759,-0.3336473,-2.228532,2.034928,27.28965,24.8279,30.47371,-0.3212742,-2.225541,2.03446,349.8325,386.2639,314.0294,-0.4523009,-2.712511,1.469136,30.03213,27.01249,33.34509,-0.3212122,-2.225511,2.034474,30.0485,27.17141,33.35836,-0.3168468,-2.22119,2.040631,349.8325,386.2638,314.0293,-0.4523008,-2.712511,1.469136,27.28965,24.82788,30.47371,-0.3212728,-2.225539,2.034462
1,70,0.5,0.5,0.3,384.1096,414.2781,335.3133,-0.4480215,-2.707084,1.47462,384.1371,414.3148,335.3504,-0.4481713,-2.70721,1.474465,384.1364,412.7473,334.0093,-0.4482945,-2.707895,1.473882,384.4191,411.5545,333.0609,-0.4500356,-2.709935,1.4716,384.6783,410.1834,333.4788,-0.4517083,-2.712,1.46984,384.681,410.3028,333.5719,-0.4520057,-2.712188,1.469353,349.6996,386.1602,313.9421,-0.4520269,-2.712212,1.469318,261.7184,253.7934,259.2041,2.870424,0.7821164,-1.288888,90.21452,91.89879,107.3049,2.626534,0.7450113,-1.468503,1.032103,1.048953,1.222402,2.129159,0.2431491,-1.966594,2.036859e-17,2.360678,3.700018e-17,-1.448655,-2.596925,-1.809327,31.55337,27.72078,34.55513,-0.3285286,-2.220075,2.043106,31.15173,27.74134,34.56612,-0.333757,-2.228852,2.034788,27.30143,24.8356,30.48118,-0.3213849,-2.22586,2.034319,349.6984,386.1581,313.9396,-0.4520154,-2.712203,1.469329,30.0451,27.02087,33.35327,-0.321323,-2.225831,2.034333,30.06147,27.17983,33.36656,-0.3169574,-2.22151,2.04049,349.6984,386.1581,313.9395,-0.4520153,-2.712203,1.469329,27.30143,24.83558,30.48119,-0.3213835,-2.225859,2.034321
1,71,0.5,0.5,0.4,383.9688,414.1715,335.2203,-0.4477358,-2.706787,1.474812,383.9964,414.2082,335.2574,-0.4478857,-2.706913,1.474656,383.9956,412.6406,333.9163,-0.4480089,-2.707597,1.474074,384.2781,411.4476,332.9678,-0.449751,-2.709637,1.471791,384.5372,410.0762,333.3855,-0.4514248,-2.711702,1.470031,384.5398,410.1956,333.4786,-0.4517224,-2.71189,1.469544,349.5712,386.0593,313.8543,-0.4517436,-2.711913,1.469508,260.9723,253.2468,258.5042,2.870704,0.7821897,-1.289306,88.58817,90.58903,106.0893,2.61794,0.7434816,-1.476082,1.014053,1.034376,1.208895,2.120714,0.2414927,-1.974062,2.037744e-17,2.361382,3.700818e-17,-1.448792,-2.597219,-1.809457,31.56649,27.72899,34.56345,-0.3286425,-2.220386,2.042967,31.16467,27.74955,34.57444,-0.3338706,-2.229163,2.03465,27.31281,24.84296,30.48849,-0.3214996,-2.22617,2.03418,349.5701,386.0572,313.8518,-0.451732,-2.711905,1.46952,30.05762,27.02887,33.36126,-0.3214377,-2.22614,2.034194,30.07399,27.18788,33.37456,-0.317072,-2.22182,2.040351,349.5701,386.0572,313.8517,-0.4517319,-2.711905,1.46952,27.31281,24.84294,30.48849,-0.3214982,-2.226168,2.034182
