transformer/primaryAmps,transformer/primarySeconds,transformer/secondaryAmps,transformer/secondarySeconds
1.6695840186611215,980.296,2.8918043478260866,980.296
1.6846704322169026,892.346,2.9179347826086954,892.346
1.7084170998105281,802.598,2.9590652173913043,802.598
1.7464218088345758,730.591,3.0248913043478263,730.591
1.7817029307191852,669.047,3.086,669.047
1.823159190265562,602.359,3.1578043478260867,602.359
1.8525664007158076,539.074,3.2087391304347825,539.074
1.9089835628898806,485.341,3.30645652173913,485.341
1.9494984904756223,440.915,3.3766304347826086,440.915
1.9928625161288867,402.563,3.451739130434783,402.563
2.0535470498578396,354.906,3.5568478260869565,354.906
2.103437643771508,315.088,3.643260869565217,315.088
2.1761837776894013,277.231,3.769260869565217,277.231
2.253699326874513,246.62,3.903521739130435,246.62
2.3130659958585764,219.829,4.006347826086956,219.829
2.3739890003508903,197.719,4.111869565217391,197.719
2.4462832949276785,179.083,4.23708695652174,179.083
2.4932118309385483,163.833,4.318369565217392,163.833
2.5537708537394166,152.604,4.423260869565217,152.604
2.610577099790552,140.449,4.521652173913043,140.449
2.6713118378907392,131.085,4.626847826086957,131.085
2.741685815267831,118.374,4.748739130434782,118.374
2.808281913709574,109.711,4.8640869565217395,109.711
2.902502967422759,99.4694,5.027282608695652,99.4694
3.020947630256291,89.2864,5.232434782608695,89.2864
3.106734349602185,80.7897,5.381021739130435,80.7897
3.227061676356988,73.615,5.589434782608696,73.615
3.3453557260768187,67.6839,5.794326086956522,67.6839
3.492341573956813,60.6335,6.048913043478262,60.6335
3.6131207400527203,55.2489,6.258108695652173,55.2489
3.8212304099099637,49.8914,6.618565217391304,49.8914
4.0251856680476035,44.8286,6.971826086956522,44.8286
4.261284274867735,40.32,7.380760869565217,40.32
4.466356580265328,36.1923,7.735956521739129,36.1923
4.766302596202147,31.7803,8.255478260869564,31.7803
5.0106849242758695,28.6126,8.678760869565219,28.6126
5.325842864696554,25.2757,9.22463043478261,25.2757
5.626968683357369,22.7109,9.746195652173911,22.7109
6.089539208813536,19.2179,10.547391304347826,19.2179
6.570384125398835,16.4256,11.380239130434783,16.4256
7.089196097729756,14.0812,12.278847826086958,14.0812
7.542629427621356,12.2907,13.064217391304348,12.2907
8.097626200519096,10.6636,14.0255,10.6636
8.931382744692957,8.78323,15.469608695652171,8.78323
9.578981480331592,7.55979,16.591282608695654,7.55979
10.544147966210137,6.23291,18.263,6.23291
11.479593464318222,5.25323,19.88323913043478,5.25323
12.287356695285743,4.52602,21.28232608695652,4.52602
12.602394454946442,4.28854596198843,21.827987492991525,4.28854596198843
