dd,tipoCurto,Potencia_Carga,IA_Sim,IB_Sim,IC_Sim,VA_Sim,VB_Sim,VC_Sim,VA_Entrada_TRIF,VB_Entrada_TRIF,VC_Entrada_TRIF,IA_Entrada_TRIF,IB_Entrada_TRIF,IC_Entrada_TRIF
6,4,75000,8.66625844258954,70.2091546012549,62.7247796832937,11878.492272408,1176.0592876659,11023.3406548218,13648.2587079124,13634.0818839016,13791.8643713339,44.9980052213935,76.708018305746,32.0919922382253
6,5,75000,70.7076036805359,63.2960249130634,8.52316500628771,950.545916435758,11114.0975385704,11790.1004210862,13633.5001110816,13791.9236582649,13645.4784623485,77.3289020954819,32.4474247974811,45.2328535382403
7,1,15000,16.2054082735653,16.159080664227,16.1610237247047,232.170532681591,273.671355012279,268.475116739564,13755.4869904685,13755.5001815314,13755.3680205711,16.1893416008631,16.144912875847,16.1912810174659
7,2,15000,16.2054082735653,16.159080664227,16.1610237247047,232.170532681591,273.671355012279,268.475116739564,13755.4869904685,13755.5001815314,13755.3680205711,16.1893416008631,16.144912875847,16.1912810174659
7,3,15000,13.2363714521876,1.73755971692832,14.7789802615501,11340.2379752499,11545.8331406565,272.166736494713,13798.3503532841,13766.7402142612,13765.6754530052,6.78290469382319,9.44586800835043,16.1680879163095
7,4,15000,1.74254125635312,14.7819821446517,13.2334587631852,11543.9602372432,268.220577005359,11343.1484433137,13766.7256926038,13765.6878041398,13798.35252882,9.45097023961094,16.1681491913205,6.77778540871327
7,5,15000,14.7988097484462,13.2531815700897,1.73769175928249,232.170449794076,11358.2823758716,11529.8859865404,13765.6702723982,13798.3546682976,13766.6370917665,16.1893416845526,6.79039462421898,9.45871588865379
7,1,30000,32.0129058372766,31.8342538963262,31.8388532577411,458.221265495163,538.69479546434,529.752636378745,13712.4607808257,13712.5286781177,13712.0080187288,31.9519538978606,31.7775674449892,31.9565362677069
7,2,30000,32.0129058372766,31.8342538963262,31.8388532577411,458.221265495163,538.69479546434,529.752636378745,13712.4607808257,13712.5286781177,13712.0080187288,31.9519538978606,31.7775674449892,31.9565362677069
7,3,30000,26.0914113763505,3.45137477171009,29.1283441191874,11244.5794743133,11644.4759307191,536.421392044587,13796.7125152014,13735.1777610022,13731.9275957999,13.3776990313626,18.6188369577087,31.86709530421
7,4,30000,3.47074371150269,29.1401222399981,26.0799588669636,11640.8546689131,528.661887902679,11250.4708384495,13735.1204594194,13731.9754886906,13796.7219539485,18.6388617065221,31.8673229511747,13.3575866152694
7,5,30000,29.2074820758877,26.1585476712034,3.45168643565725,458.221385759379,11279.124836218,11613.8859989621,13731.8956879715,13796.7300686767,13734.7713581895,31.9519537200598,13.4076091260429,18.6700550825405
7,1,45000,47.4269392057609,47.0394390305594,47.0432041464298,678.282400200492,795.300522224487,783.921399969813,13670.8914101201,13671.0751986896,13669.9229313213,47.296899886766,46.9121010685885,47.300644388525
7,2,45000,47.4269392057609,47.0394390305594,47.0432041464298,678.282400200492,795.300522224487,783.921399969813,13670.8914101201,13671.0751986896,13669.9229313213,47.296899886766,46.9121010685885,47.300644388525
7,3,45000,38.5683596901467,5.15282383611407,43.0616269904625,11154.1451074041,11737.368883673,792.937992114063,13795.0757782639,13705.2379619837,13698.8043086723,19.7807946219175,27.5329655802236,47.106613316603
7,4,45000,5.19527161770798,43.0876782444765,38.5429754929356,11732.1077604885,781.470761923649,11163.0956160708,13705.1105690018,13698.9089864815,13795.0985943162,27.5772677826886,47.1070892780402,19.736251674756
7,5,45000,43.2390548370807,38.7188986169427,5.153081552951,678.282410682608,11203.697584539,11693.3770598192,13698.709577772,13795.1159216426,13704.3381432778,47.2968998163748,19.8477717451193,27.6477092214682
7,1,75000,77.0962373493684,76.0959836138667,76.0741047126334,1100.97660209478,1284.21415219556,1271.36936417988,13591.9887400219,13592.6482600876,13589.5625004776,76.7715338555755,75.7450194780807,76.7498471763355
7,2,75000,77.0962373493684,76.0959836138667,76.0741047126334,1100.97660209478,1284.21415219556,1271.36936417988,13591.9887400219,13592.6482600876,13589.5625004776,76.7715338555755,75.7450194780807,76.7498471763355
7,3,75000,62.422833749101,8.52022156818683,69.7170345075957,10990.3082992638,11908.9865324024,1283.45524040045,13791.8038863421,13649.9797931545,13634.5490758205,32.0309906759697,44.6075796729279,76.2486577057421
7,4,75000,8.63221677706115,69.7870582824848,62.3543209607878,11900.7413557912,1264.88033246528,11005.5604405471,13649.6343010986,13634.8237836002,13791.8751212962,44.7267128323974,76.2497912089719,31.9109634762123
7,5,75000,70.2045109707352,62.8363271649383,8.51862439768758,1100.97674291934,11065.6056917785,11841.6426623818,13634.1749523367,13791.9186164137,13647.5677827459,76.7715341149043,32.2142710067163,44.9224416609448
8,1,15000,16.173491739653,16.146737014488,16.1421080405402,264.957294497068,289.600207152241,290.533005752199,13755.5306078804,13755.5553376632,13755.4643360557,16.1661270522562,16.1347290248942,16.161503623998
8,2,15000,16.173491739653,16.146737014488,16.1421080405402,264.957294497068,289.600207152241,290.533005752199,13755.5306078804,13755.5553376632,13755.4643360557,16.1661270522562,16.1347290248942,16.161503623998
8,3,15000,13.2188230132077,1.73823042059369,14.7614215059904,11335.6890213803,11550.3335824973,291.113454247865,13798.3500007783,13766.7973472952,13765.7089933305,6.7729424625564,9.43583226197945,16.1477861119511
8,4,15000,1.74111061828893,14.7638661243065,13.2175025476124,11549.6259938282,288.332455337285,11337.9664474326,13766.7874380978,13765.7157913994,13798.3531189455,9.43935199394119,16.1484520150404,6.7699408264277
8,5,15000,14.7778705787146,13.2340139689576,1.73750312514902,264.957259284988,11346.366085256,11541.8605429687,13765.6923771945,13798.3544586007,13766.7271456292,16.1661270676264,6.78063384919476,9.44580471992381
8,1,30000,31.8874364696968,31.7849897350581,31.7649893419236,522.173999620521,569.642180665194,572.319464160635,13712.637490984,13712.744553098,13712.3888469908,31.859989161972,31.7374361257601,31.8400358464717
8,2,30000,31.8874364696968,31.7849897350581,31.7649893419236,522.173999620521,569.642180665194,572.319464160635,13712.637490984,13712.744553098,13712.3888469908,31.859989161972,31.7374361257601,31.8400358464717
8,3,30000,26.0225784897392,3.45398877571581,29.0594583273186,11236.4815984268,11652.8246601483,573.067853306758,13796.7113074969,13735.3988614567,13732.0636633589,13.3386480613504,18.5794680479981,31.7874519150417
8,4,30000,3.46512136940726,29.0690339341903,26.0173835420478,11651.4776155236,567.607373125097,11241.0519318654,13735.359931182,13732.0898424266,13796.7241103654,18.5932562169969,31.7900498700694,13.3268568994479
8,5,30000,29.1245184087533,26.082634879228,3.45094190664619,522.174361340969,11256.6610662876,11636.8008638574,13731.9910753623,13796.7292399292,13735.1244339639,31.8599892837859,13.3689885255759,18.6188925990903
8,1,45000,47.1496608774681,46.9290076870676,46.8810471363594,771.824433653374,840.39507869228,845.522901336404,13671.2927843294,13671.5497789609,13670.7686630108,47.092173678561,46.823230116996,47.0443793934126
8,2,45000,47.1496608774681,46.9290076870676,46.8810471363594,771.824433653374,840.39507869228,845.522901336404,13671.2927843294,13671.5497789609,13670.7686630108,47.092173678561,46.823230116996,47.0443793934126
8,3,45000,38.4165840268839,5.15855659510381,42.9097137126362,11143.4359693341,11748.9622227918,846.087822337,13795.0735047122,13705.7187195579,13699.113649296,19.6947458382041,27.4461585933536,46.9309800836092
8,4,45000,5.18281138727387,42.9308579984614,38.4050631804347,11747.0360526247,838.029580834623,11150.3214917342,13705.6325399793,13699.1704750055,13795.1030208474,27.476606084565,46.9366943300437,19.6686345231382
8,5,45000,43.0543222222823,38.5499659213062,5.15142186207919,771.824370164043,11171.9998605848,11726.2526313729,13698.9381871002,13795.1140806044,13705.1159938153,47.0921734513548,19.7619387230409,27.5337615869941
8,1,75000,76.3544094946974,75.7926701147969,75.6458816957147,1249.15859909304,1355.14653384755,1366.91411474815,13593.1154809286,13593.9021516973,13591.8419850916,76.2162874949128,75.5064635240758,76.0703162775215
8,2,75000,76.3544094946974,75.7926701147969,75.6458816957147,1249.15859909304,1355.14653384755,1366.91411474815,13593.1154809286,13593.9021516973,13591.8419850916,76.2162874949128,75.5064635240758,76.0703162775215
8,3,75000,62.0185923290584,8.53533388830146,69.3123931327027,10976.9027945046,11925.4707335402,1366.2434176943,13791.799847925,13651.2235472887,13635.4178399823,31.8020800658152,44.3764736108414,75.7808083433901
8,4,75000,8.59859376812003,69.3690391060038,61.9874621973008,11922.5460813394,1353.22677272202,10988.4508015481,13650.9917870575,13635.5649359195,13791.8852318801,44.4580469847628,75.7959974782324,31.7317309583501
8,5,75000,69.7032488924911,62.3784969804268,8.51408720938949,1249.1587679691,11019.1159665193,11891.7443114778,13634.8749538348,13791.9135992255,13649.6334924638,76.2162873529825,31.9822839857156,44.6131103583427
9,1,15000,16.141638979268,16.1343484319711,16.1232325590611,297.648955271101,305.540833388908,313.290692889387,13755.5744388048,13755.6103836727,13755.5605058,16.1429192807054,16.124514322413,16.1318093100619
9,2,15000,16.141638979268,16.1343484319711,16.1232325590611,297.648955271101,305.540833388908,313.290692889387,13755.5744388048,13755.6103836727,13755.5605058,16.1429192807054,16.124514322413,16.1318093100619
9,3,15000,13.2013082412898,1.73889785181257,14.7438943927814,11331.1773045904,11554.8142161422,310.18778536904,13798.3496524053,13766.8543344419,13765.7425358875,6.76300101751604,9.42581365495324,16.1275219911392
9,4,15000,1.73968358620327,14.7457833344811,13.2015757497979,11555.2688616603,308.50309178211,11332.818324808,13766.8490291509,13765.7438004643,13798.353702387,9.42775514357256,16.1287910073424,6.76211102005758
9,5,15000,14.7569366893634,13.214853137003,1.73731450833257,297.648877531836,11334.5384250689,11553.7687835227,13765.7147662371,13798.354248852,13766.8170401561,16.1429192569905,6.77087857021163,9.43289623439851
9,1,30000,31.762482857669,31.7354025382177,31.6914353191427,585.751582619211,600.604405357213,616.089570876996,13712.8157244382,13712.9595439171,13712.7684007901,31.7681078362704,31.6970729076299,31.7241859290141
9,2,30000,31.762482857669,31.7354025382177,31.6914353191427,585.751582619211,600.604405357213,616.089570876996,13712.8157244382,13712.9595439171,13712.7684007901,31.7681078362704,31.6970729076299,31.7241859290141
9,3,30000,25.954013615623,3.45657751749632,28.9908258643301,11228.5239206847,11661.1004058755,609.875057205857,13796.7101441518,13735.618800051,13732.1996839555,13.2997615688769,18.5402371133121,31.7081093756375
9,4,30000,3.45952705970898,28.9982111257725,25.9550433173187,11662.0144933768,606.571399725604,11231.7602318905,13735.5981750064,13732.2043020077,13796.7262196869,18.5478215453482,31.7130658224895,13.296245190135
9,5,30000,29.0416231160448,26.0067989876838,3.45019767854998,585.751831494982,11234.5427092213,11659.4609015066,13732.0885244064,13796.7284144804,13735.4761417443,31.7681076215571,13.3304225662129,18.5677682659411
9,1,45000,46.8741420797976,46.8175903444488,46.7199101653375,864.534157145121,885.494559781545,908.654456551581,13671.6987404658,13672.0214101729,13671.6097502904,46.8878106955203,46.7336238948227,46.7902770742185
9,2,45000,46.8741420797976,46.8175903444488,46.7199101653375,864.534157145121,885.494559781545,908.654456551581,13671.6987404658,13672.0214101729,13671.6097502904,46.8878106955203,46.7336238948227,46.7902770742185
9,3,45000,38.2657057684496,5.1642060349432,42.7586515993441,11133.0223304522,11760.4034144103,899.346642161125,13795.0713638714,13706.1956420437,13699.4226333029,19.609245621807,27.3598166165831,46.756355998326
9,4,45000,5.17044396658587,42.774928660489,38.2679390916662,11761.7835062634,894.477691778912,11137.8161824363,13706.1504629175,13699.4321084163,13795.1072952368,27.376517757629,46.7672689401031,19.6014122378516
9,5,45000,42.8698979041634,38.3813609536331,5.14976288210366,864.534173501773,11141.0574326758,11758.5771192747,13699.1730864282,13795.1122443213,13705.8889723786,46.8878108920635,19.6763225712161,27.4199917978914
9,1,75000,75.6207985341615,75.485675198622,75.2221140934431,1395.10817523,1426.01385802186,1464.19174613408,13594.258752067,13595.1428889964,13594.0976241865,75.6633675920951,75.2649086563312,75.4004275049002
9,2,75000,75.6207985341615,75.485675198622,75.2221140934431,1395.10817523,1426.01385802186,1464.19174613408,13594.258752067,13595.1428889964,13594.0976241865,75.6633675920951,75.2649086563312,75.4004275049002
9,3,75000,61.61840328712,8.55007875662185,68.9116156433491,10964.2106209597,11941.5940698653,1448.8228504258,13791.7963499404,13652.4504779189,13636.2834466818,31.5756312237592,44.1474879698703,75.317528483356
9,4,75000,8.56538370813776,68.9550606443647,61.6241709768365,11943.9167686214,1440.97794703825,10971.9953561679,13652.3313932803,13636.3051375482,13791.8947290731,44.191984134955,75.3465974245354,31.5542780027369
9,5,75000,69.2040062201339,61.9227004474467,8.50955320666826,1395.10841403687,10974.5935485316,11940.4370861062,13635.5985008756,13791.9085976371,13651.675029977,75.6633673847702,31.7515431013734,44.3049793067391
10,1,15000,16.1098495651614,16.121915934494,16.1043964432892,330.245570421588,321.490236899359,336.584266065047,13755.6184792558,13755.6653190436,13755.6565298457,16.1197188522955,16.1142690742998,16.1021969714328
10,2,15000,16.1098495651614,16.121915934494,16.1043964432892,330.245570421588,321.490236899359,336.584266065047,13755.6184792558,13755.6653190436,13755.6565298457,16.1197188522955,16.1142690742998,16.1021969714328
10,3,15000,13.183827105734,1.73956209189576,14.7263989938672,11326.7027176416,11559.2753237265,329.358427864228,13798.3493105536,13766.9111737047,13765.7760803484,6.75308027905507,9.41581228569887,16.1072955783264
10,4,15000,1.73826010010261,14.7277336650261,13.185678325306,11560.8884199003,328.711613970438,11327.7036716188,13766.9104644429,13765.771831466,13798.3542800635,9.41617958709118,16.1091660789773,6.75429600163202
10,5,15000,14.7360086221514,13.1956995740976,1.73712588011332,330.245575547832,11322.7989610535,11565.6109960884,13765.737436032,13798.3540380176,13766.9067724123,16.1197188562362,6.76112904093046,9.41999076146166
10,1,30000,31.6380477973282,31.6855008570532,31.6181899975495,648.954483257053,631.573338987902,660.741053067756,13712.9954396062,13713.1736553672,13713.1466531432,31.6763162694347,31.6564824922268,31.6089858548251
10,2,30000,31.6380477973282,31.6855008570532,31.6181899975495,648.954483257053,631.573338987902,660.741053067756,13712.9954396062,13713.1736553672,13713.1466531432,31.6763162694347,31.6564824922268,31.6089858548251
10,3,30000,25.8857160894036,3.45914113622575,28.9224462386402,11220.7047917033,11669.3038253021,646.780907668338,13796.7090248199,13735.8375815114,13732.3356509615,13.2610390473745,18.5011439530089,31.62906702339
10,4,30000,3.45396062518783,28.9276530470655,25.8929375489742,11672.4659389392,645.513376340805,11222.5944637563,13735.8352063537,13732.3188590441,13796.7282815082,18.5025571732133,31.6363699946194,13.2657511813959
10,5,30000,28.9588027011464,25.9310458999892,3.44945357966021,648.954731703943,11212.7677479936,11681.868182932,13732.1879860864,13796.7275897062,13735.8264548904,31.6763159192713,13.2919141977846,18.5166861053026
10,1,45000,46.6003946542191,46.7052311506335,46.5597846431233,956.414829320506,930.582310894176,972.844353049225,13672.1090686446,13672.4901169257,13672.4460881843,46.6838433477616,46.6433060316004,46.5383300046515
10,2,45000,46.6003946542191,46.7052311506335,46.5597846431233,956.414829320506,930.582310894176,972.844353049225,13672.1090686446,13672.4901169257,13672.4460881843,46.6838433477616,46.6433060316004,46.5383300046515
10,3,45000,38.1157202919708,5.16977292931958,42.608436790015,11122.899183845,11771.6947673945,952.623517612445,13795.0693611533,13706.6687570739,13699.731231398,19.524290775486,27.2739377979132,46.5827361816055
10,4,45000,5.15816866799473,42.619885864443,38.131599320709,11776.353061321,950.75668118284,11125.5758959128,13706.6643650434,13699.6938532459,13795.1114213407,27.2769999914695,46.5988083394146,19.5345827946222
10,5,45000,42.6858104867298,38.2131088234984,5.14810474053078,956.41474633909,11110.8640336279,11790.3582209834,13699.4140448899,13795.1104118231,13706.6569898948,46.6838432470824,19.5909352934544,27.3064180487182
10,1,75000,74.8954479576975,75.1752932111181,74.8027358650087,1538.84420122589,1496.76839326551,1562.45874922324,13595.4171394904,13596.3706468237,13596.3288747074,75.1129674730494,75.0205243166889,74.7400994757649
10,2,75000,74.8954479576975,75.1752932111181,74.8027358650087,1538.84420122589,1496.76839326551,1562.45874922324,13595.4171394904,13596.3706468237,13596.3288747074,75.1129674730494,75.0205243166889,74.7400994757649
10,3,75000,61.2222259864449,8.5644627036681,68.5146668805633,10952.211399528,11957.3658231382,1531.05160509135,13791.793377881,13653.6608208705,13637.1457428511,31.3516169856118,43.9206052420949,74.8587744778801
10,4,75000,8.53258092801981,68.5450866705758,61.2644149953744,11964.8637658656,1528.04741141312,10956.1773206177,13653.6533546641,13637.0441897439,13791.9036332454,43.9285008986821,74.9015515413902,31.3785879319779
10,5,75000,68.706960851827,61.4690931959254,8.50502275167345,1538.84431770208,10932.0029821174,11987.754041452,13636.3440368553,13791.9036108955,13653.6919032336,75.1129674468847,31.5221220258445,43.9981617347718
