dd,n,tipoCurto,Potencia_Carga,IA_Sim,IB_Sim,IC_Sim,VA_Sim,VB_Sim,VC_Sim,VA_Entrada_TRIF,VB_Entrada_TRIF,VC_Entrada_TRIF,IA_Entrada_TRIF,IB_Entrada_TRIF,IC_Entrada_TRIF
5,0.51,3,30000,26.4027897202159,3.43579042078058,29.4361483556573,11282.5199426701,11606.5964783205,378.088498016701,13796.7196013384,13734.1843546208,13731.3175559066,13.5565303110301,18.7925149550185,32.2251793122278
5,0.61,3,30000,26.3673709795313,3.43789979415989,29.4014783240211,11278.0963839435,11610.9123241612,395.223560961258,13796.7186514081,13734.2967089873,13731.3864971184,13.5359932297462,18.773155480885,32.1846450691239
5,0.71,3,30000,26.3320199266526,3.44000331509669,29.3668724683634,11273.7104056706,11615.2085315631,412.589845036256,13796.7177140092,13734.4087691297,13731.4554368124,13.5154978374495,18.7538312127797,32.1441868751311
5,0.81,3,30000,26.2967366257555,3.44210090772292,29.332330797901,11269.3616778121,11619.4849422676,430.152459492947,13796.7167878135,13734.5205288034,13731.524374415,13.4950441959949,18.7345421192674,32.1038047740982
5,0.91,3,30000,26.2615208470098,3.44419265185863,29.2978531500654,11265.0502511931,11623.7419117739,447.881556461042,13796.7158750837,13734.6319926645,13731.5933090831,13.4746321361887,18.7152881462139,32.0634985391305
5,0.01,4,30000,3.50309718144312,29.6377862155404,26.5251226916093,11564.9391006905,266.999805265031,11319.8431881292,13733.4318918086,13731.1756046269,13796.7078432014,18.9539634329348,32.4124063793185,13.5807549648835
5,0.11,4,30000,3.50094681461943,29.6016628599221,26.4926000447202,11570.537924478,284.421545575408,11314.6274435675,13733.555085184,13731.2331711836,13796.7088769977,18.9312130857851,32.3727195493109,13.564315548841
5,0.21,4,30000,3.49880244821617,29.5656061936906,26.4601381243864,11576.1132732068,302.259724740468,11309.4456353555,13733.6779676041,13731.2907774592,13796.7098982578,18.9085048214317,32.3331062411978,13.5479079450998
5,0.31,4,30000,3.49666416962335,29.5296163329827,26.4277369325857,11581.6653168047,320.434003991152,11304.2981072019,13733.8005374685,13731.3484224826,13796.7109070334,18.8858387709705,32.2935665236533,13.5315320869689
5,0.41,4,30000,3.49453192157005,29.493693261378,26.3953964748926,11587.1940096888,338.880855686867,11299.1843548122,13733.922795923,13731.4061042038,13796.7119001229,18.8632149077959,32.2541003917241,13.5151879839653
5,0.51,4,30000,3.49240561553171,29.4578361598292,26.3631161532557,11592.6997365578,357.549007037692,11294.1044288787,13734.0447467279,13731.4638225193,13796.7128806317,18.8406326463474,32.2147070229761,13.498875438119
5,0.61,4,30000,3.49028530079825,29.422045820561,26.3308965517023,11598.1822982741,376.396937744059,11289.0579807425,13734.1663869325,13731.521576053,13796.7138479628,18.8180925462631,32.1753872171605,13.4825946422088
5,0.71,4,30000,3.48817096150033,29.3863221116843,26.2987375414479,11603.642103277,395.390779910061,11284.0449909058,13734.2877143742,13731.5793635014,13796.7148013058,18.7955945283364,32.1361408241418,13.4663455219113
5,0.81,4,30000,3.48606259753068,29.3506644457601,26.2666386334067,11609.0790111758,414.50285525001,11279.0651943713,13734.4087382756,13731.637184636,13796.7157414441,18.7731382085326,32.0969672189304,13.4501278679054
5,0.91,4,30000,3.48396014399428,29.3150727916443,26.2345998332962,11614.4932824742,433.709939648528,11274.1187085177,13734.5294515824,13731.6950372292,13796.7166692324,18.750723543862,32.0578663879597,13.4339416992355
5,0.01,5,30000,29.7831436583073,26.6900781607384,3.45319831429419,3.33929234797625,11444.4014893247,11446.9012002458,13731.2874569799,13796.7317633203,13732.2860746702,32.5927917660071,13.6813189338523,19.0224466015363
5,0.11,5,30000,29.7417446816295,26.6517017377785,3.45319604219957,36.6736909432677,11431.9545000268,11459.3600277087,13731.327631096,13796.7317607751,13732.4667200075,32.5466207459999,13.661449055724,18.9971832669733
5,0.21,5,30000,29.7003498422404,26.6133327080066,3.45319386526821,69.9137469982874,11419.5970761397,11471.7512759132,13731.3684147235,13796.7317558055,13732.6470772697,32.500456053035,13.6415869592848,18.971921513044
5,0.31,5,30000,29.6589604829673,26.5749724153738,3.45319160457594,103.059149308969,11407.3285291623,11484.0746728189,13731.4098022564,13796.7317517969,13732.8271363553,32.454299244193,13.6217333926335,18.946662094242
5,0.41,5,30000,29.6175772123015,26.5366213863431,3.45318930213216,136.109785908352,11395.1491724437,11496.3304644421,13731.4517865864,13796.731749158,13733.0068975177,32.4081509751062,13.6018886107092,18.9214054076303
5,0.51,5,30000,29.5762008412597,26.4982802092675,3.45318711054283,169.066161924332,11383.0588126354,11508.5195711187,13731.4943613437,13796.7317455372,13733.1863543763,32.3620120546535,13.5820528206782,18.8961520461374
5,0.61,5,30000,29.5348325267678,26.4599500257243,3.4531848982719,201.927972665447,11371.0573028362,11520.6417938295,13731.5375195704,13796.7317419901,13733.365505329,32.3158838145688,13.5622266500048,18.8709026704063
5,0.71,5,30000,29.4934730593328,26.4216316087934,3.4531826068072,234.695483872794,11359.1439517222,11532.697222956,13731.5812552432,13796.7317378804,13733.5443465023,32.2697671596187,13.5424105250354,18.8456577397748
5,0.81,5,30000,29.4521232454762,26.3833255387931,3.45318038141074,267.368407636415,11347.3192927009,11544.6861577212,13731.6255613381,13796.73173393,13733.7228742502,32.2236628918552,13.5226046443285,18.8204178452166
5,0.91,5,30000,29.4107840329943,26.3450327339529,3.45317815419856,299.947184896696,11335.5829397457,11556.6094525963,13731.6704326883,13796.7317311872,13733.9010845301,32.1775720914726,13.5028095071191,18.7951835411123
5,0.01,1,45000,49.4014937654907,47.7759237109267,48.1990667281681,4.99214600296191,484.278132303835,482.663930001789,13668.2466299769,13667.6936637843,13663.9271020553,48.7269588090062,47.5074618922804,49.1419131018285
5,0.11,1,45000,49.2567337533047,47.7249409613707,48.1141908048522,54.7894362995546,506.343287724375,490.366708402021,13668.4275366886,13667.9418812401,13664.3647811086,48.6238037941383,47.4660279248522,49.0059141925568
5,0.21,1,45000,49.1123838881193,47.6736233337418,48.0295850077198,104.375433348551,528.488128527412,501.240911974142,13668.6100109891,13668.1893212085,13664.8015567827,48.5206718976794,47.4243646491906,48.8704638913369
5,0.31,1,45000,48.9684471767026,47.6219769775517,47.9452499545941,153.75037316583,550.701777762939,515.036965687044,13668.7940256156,13668.4359923106,13665.2374071979,48.4175678593728,47.3824759719886,48.7355634685557
5,0.41,1,45000,48.8249254021426,47.5700085657187,47.8611828848213,202.914303210328,572.974684691381,531.480538597375,13668.9795493265,13668.6818875295,13665.6723115834,48.3144970641921,47.3403643002179,48.6012109715935
5,0.51,1,45000,48.6818217650347,47.5177242462154,47.7773849064794,251.86694293528,595.298517129147,550.289453350756,13669.1665504166,13668.927015914,13666.1062538672,48.2114642446611,47.2980338182461,48.4674080868576
5,0.61,1,45000,48.5391378535023,47.4651298679741,47.6938525538883,300.608869286649,617.666095940598,571.187454244966,13669.3550020286,13669.1713784254,13666.5392104302,48.1084743732106,47.2554859899404,48.334152496852
5,0.71,1,45000,48.3968763948665,47.412231706014,47.6105874601783,349.140264816931,640.071294175437,593.91353387541,13669.5448768447,13669.4149725168,13666.9711633474,48.005531797598,47.2127256140786,48.2014458403555
5,0.81,1,45000,48.2550390512111,47.359036286759,47.5275860792496,397.461091846756,662.50829458008,618.227539698413,13669.7361393376,13669.6578076374,13667.4020987179,47.9026420395814,47.1697545441622,48.0692855346439
5,0.91,1,45000,48.1136281248245,47.3055485810032,47.4448487487103,445.571734150952,684.972281744135,643.912951763778,13669.9287685309,13669.899886273,13667.8319952062,47.7998087556444,47.1265759919956,47.9376724738258
5,0.01,2,45000,49.4014937654907,47.7759237109267,48.1990667281681,4.99214600296191,484.278132303835,482.663930001789,13668.2466299769,13667.6936637843,13663.9271020553,48.7269588090062,47.5074618922804,49.1419131018285
5,0.11,2,45000,49.2567337533047,47.7249409613707,48.1141908048522,54.7894362995546,506.343287724375,490.366708402021,13668.4275366886,13667.9418812401,13664.3647811086,48.6238037941383,47.4660279248522,49.0059141925568
5,0.21,2,45000,49.1123838881193,47.6736233337418,48.0295850077198,104.375433348551,528.488128527412,501.240911974142,13668.6100109891,13668.1893212085,13664.8015567827,48.5206718976794,47.4243646491906,48.8704638913369
5,0.31,2,45000,48.9684471767026,47.6219769775517,47.9452499545941,153.75037316583,550.701777762939,515.036965687044,13668.7940256156,13668.4359923106,13665.2374071979,48.4175678593728,47.3824759719886,48.7355634685557
5,0.41,2,45000,48.8249254021426,47.5700085657187,47.8611828848213,202.914303210328,572.974684691381,531.480538597375,13668.9795493265,13668.6818875295,13665.6723115834,48.3144970641921,47.3403643002179,48.6012109715935
5,0.51,2,45000,48.6818217650347,47.5177242462154,47.7773849064794,251.86694293528,595.298517129147,550.289453350756,13669.1665504166,13668.927015914,13666.1062538672,48.2114642446611,47.2980338182461,48.4674080868576
5,0.61,2,45000,48.5391378535023,47.4651298679741,47.6938525538883,300.608869286649,617.666095940598,571.187454244966,13669.3550020286,13669.1713784254,13666.5392104302,48.1084743732106,47.2554859899404,48.334152496852
5,0.71,2,45000,48.3968763948665,47.412231706014,47.6105874601783,349.140264816931,640.071294175437,593.91353387541,13669.5448768447,13669.4149725168,13666.9711633474,48.005531797598,47.2127256140786,48.2014458403555
5,0.81,2,45000,48.2550390512111,47.359036286759,47.5275860792496,397.461091846756,662.50829458008,618.227539698413,13669.7361393376,13669.6578076374,13667.4020987179,47.9026420395814,47.1697545441622,48.0692855346439
5,0.91,2,45000,48.1136281248245,47.3055485810032,47.4448487487103,445.571734150952,684.972281744135,643.912951763778,13669.9287685309,13669.899886273,13667.8319952062,47.7998087556444,47.1265759919956,47.9376724738258
5,0.01,3,45000,39.6564308714901,5.09422063213082,44.1330250136391,11237.6811858205,11652.9176446631,443.598759650663,13795.1009889579,13701.8093509116,13696.6286579174,20.4078953278246,28.1349001767408,48.3555176401412
5,0.11,3,45000,39.5764354632299,5.09904537449953,44.0547793521566,11231.1287056129,11659.2506752805,465.962632804396,13795.098769992,13702.0618697841,13696.7859752734,20.3614727568706,28.0912431156489,48.2640028651279
5,0.21,3,45000,39.4966715239541,5.10384983834734,43.9767530729647,11224.6609439297,11665.5396150433,489.086267296062,13795.0965884706,13702.3133708819,13696.943273439,20.3151927278695,28.0477063311597,48.1727481167291
5,0.31,3,45000,39.4171386797648,5.10863420200703,43.898946048904,11218.2772286539,11671.785065503,512.847281263528,13795.0944516556,13702.5638569971,13697.1005456723,20.2690548673632,28.0042898782921,48.0817531094338
5,0.41,3,45000,39.3378363981262,5.11339848930443,43.8213577529017,11211.9767912622,11677.987229337,537.142413960283,13795.0923506305,13702.8133315321,13697.2577886057,20.2230588589048,27.9609934497366,47.9910172331005
5,0.51,3,45000,39.2587643334145,5.11814289502967,43.7439881114684,11205.7593506744,11684.1465821034,561.884530016942,13795.0902931538,13703.0617980596,13697.4149972588,20.1772043295734,27.9178171452733,47.9005402497801
5,0.61,3,45000,39.1799217326805,5.12286739364974,43.6668362835743,11199.623854539,11690.2631945974,587.000412975715,13795.0882702578,13703.3092597937,13697.5721676708,20.1314908954487,27.8747604268878,47.8103212395304
5,0.71,3,45000,39.1013083388767,5.12757209607113,43.5899021972106,11193.570021524,11696.3375064601,612.428184023251,13795.0862880323,13703.5557194376,13697.7292950717,20.0859182831192,27.8318233440839,47.7203600167102
5,0.81,3,45000,39.0229236272094,5.13225712556604,43.5131854509749,11187.5969440044,11702.3698829334,638.115459145217,13795.0843435326,13703.8011809702,13697.8863744145,20.0404861119634,27.7890057292863,47.6306560484093
5,0.91,3,45000,38.9447668655783,5.13692257383439,43.4366853919932,11181.7041391013,11708.3605575281,664.01765678315,13795.0824357731,13704.0456485244,13698.0434021359,19.9951939088651,27.7463072455715,47.5412085364657
