transformer/primaryAmps,transformer/primarySeconds,transformer/secondaryAmps,transformer/secondarySeconds
4.1739600466528035,980.296,7.229510869565217,980.296
4.211676080542256,892.346,7.294836956521738,892.346
4.27104274952632,802.598,7.39766304347826,802.598
4.366054522086439,730.591,7.562228260869565,730.591
4.454257326797962,669.047,7.714999999999998,669.047
4.557897975663905,602.359,7.894510869565217,602.359
4.6314160017895185,539.074,8.021847826086956,539.074
4.772458907224701,485.341,8.266141304347824,485.341
4.873746226189056,440.915,8.441576086956522,440.915
4.982156290322217,402.563,8.629347826086956,402.563
5.133867624644599,354.906,8.89211956521739,354.906
5.2585941094287705,315.088,9.108152173913043,315.088
5.440459444223503,277.231,9.423152173913044,277.231
5.634248317186281,246.62,9.758804347826086,246.62
5.782664989646441,219.829,10.015869565217391,219.829
5.934972500877225,197.719,10.279673913043476,197.719
6.115708237319196,179.083,10.592717391304348,179.083
6.23302957734637,163.833,10.795923913043477,163.833
6.384427134348541,152.604,11.058152173913042,152.604
6.52644274947638,140.449,11.304130434782607,140.449
6.678279594726848,131.085,11.567119565217391,131.085
6.854214538169577,118.374,11.871847826086954,118.374
7.020704784273934,109.711,12.160217391304347,109.711
7.256257418556896,99.4694,12.568206521739128,99.4694
7.552369075640728,89.2864,13.081086956521737,89.2864
7.766835874005462,80.7897,13.452554347826087,80.7897
8.06765419089247,73.615,13.973586956521741,73.615
8.363389315192046,67.6839,14.485815217391302,67.6839
8.730853934892032,60.6335,15.122282608695652,60.6335
9.0328018501318,55.2489,15.645271739130433,55.2489
9.553076024774908,49.8914,16.54641304347826,49.8914
10.062964170119008,44.8286,17.429565217391303,44.8286
10.653210687169336,40.32,18.45190217391304,40.32
11.165891450663318,36.1923,19.339891304347823,36.1923
11.915756490505368,31.7803,20.63869565217391,31.7803
12.526712310689673,28.6126,21.696902173913045,28.6126
13.314607161741385,25.2757,23.06157608695652,25.2757
14.067421708393422,22.7109,24.36548913043478,22.7109
15.223848022033838,19.2179,26.368478260869562,19.2179
16.425960313497086,16.4256,28.450597826086955,16.4256
17.72299024432439,14.0812,30.697119565217392,14.0812
18.85657356905339,12.2907,32.66054347826087,12.2907
20.24406550129774,10.6636,35.06375,10.6636
22.328456861732395,8.78323,38.67402173913043,8.78323
23.947453700828977,7.55979,41.478206521739125,7.55979
26.36036991552534,6.23291,45.6575,6.23291
28.698983660795555,5.25323,49.708097826086956,5.25323
30.718391738214358,4.52602,53.205815217391304,4.52602
31.505986137366104,4.288545961988414,54.56996873247881,4.288545961988414
