1.116065e-01,1.418060e-02,4.441322e-01,4.004198e-02,1.779055e+00,1.135405e-01,7.835779e-02,1.187357e-02,3.211257e-01,3.400130e-02,1.246629e+00,9.497853e-02,1.630787e-01,1.713531e-02,6.600090e-01,4.876765e-02,2.604766e+00,1.373340e-01,1.000000e+00
6.955747e-02,1.119501e-02,2.783071e-01,3.169724e-02,1.111512e+00,8.974632e-02,7.212561e-02,1.139982e-02,2.884669e-01,3.227068e-02,1.152574e+00,9.138916e-02,7.568093e-02,1.167710e-02,3.024455e-01,3.304251e-02,1.208818e+00,9.358987e-02,0.000000e+00
4.347404e-03,2.798719e-03,1.738357e-02,7.921737e-03,6.944042e-02,2.243145e-02,4.719513e-03,2.916059e-03,1.887011e-02,8.253564e-03,7.535329e-02,2.336716e-02,4.246022e-03,2.765952e-03,1.697809e-02,7.828969e-03,6.782272e-02,2.216910e-02,0.000000e+00
5.390190e-02,9.854965e-03,2.154267e-01,2.788748e-02,8.593808e-01,7.891373e-02,5.632653e-02,1.007419e-02,2.253718e-01,2.852395e-02,8.976852e-01,8.065335e-02,5.886925e-02,1.029906e-02,2.353775e-01,2.915027e-02,9.386873e-01,8.247472e-02,0.000000e+00
4.535958e-07,2.857995e-05,1.683963e-06,7.795134e-05,6.816947e-06,2.222086e-04,3.842783e-07,2.628680e-05,1.410715e-06,7.128868e-05,5.658073e-06,2.022308e-04,4.966388e-07,2.990868e-05,1.773765e-06,8.000169e-05,7.310074e-06,2.300666e-04,0.000000e+00
1.503792e+00,5.204907e-02,5.966534e+00,1.467516e-01,2.379717e+01,4.152336e-01,1.085005e+00,4.421461e-02,4.311864e+00,1.247639e-01,1.706369e+01,3.516354e-01,3.980791e-01,2.676865e-02,1.658635e+00,7.734220e-02,6.414265e+00,2.154952e-01,1.000000e+00
9.653645e-03,4.170442e-03,3.835688e-02,1.176680e-02,1.527597e-01,3.326935e-02,1.406653e-02,5.034228e-03,5.365379e-02,1.391713e-02,2.117863e-01,3.917424e-02,1.759610e-02,5.630650e-03,6.604198e-02,1.544050e-02,2.582907e-01,4.326192e-02,0.000000e+00
6.971055e-02,1.120696e-02,2.769041e-01,3.161456e-02,1.100376e+00,8.929258e-02,8.177704e-02,1.213776e-02,3.266592e-01,3.433571e-02,1.278103e+00,9.622997e-02,7.451062e-02,1.158402e-02,3.035687e-01,3.308773e-02,1.186038e+00,9.268328e-02,0.000000e+00
6.902479e-02,1.115208e-02,2.759809e-01,3.156453e-02,1.102798e+00,8.939394e-02,7.114448e-02,1.132202e-02,2.844568e-01,3.204559e-02,1.136660e+00,9.075610e-02,7.516065e-02,1.163720e-02,3.005157e-01,3.293772e-02,1.200833e+00,9.328280e-02,0.000000e+00
6.889153e-02,1.114131e-02,2.755517e-01,3.154000e-02,1.101076e+00,8.932418e-02,7.118150e-02,1.132497e-02,2.847102e-01,3.205984e-02,1.137677e+00,9.079663e-02,7.517416e-02,1.163825e-02,3.006782e-01,3.294662e-02,1.201485e+00,9.330811e-02,0.000000e+00
