transformer/primaryAmps,transformer/primarySeconds,transformer/secondaryAmps,transformer/secondarySeconds
2.504376027991682,980.296,4.33770652173913,980.296
2.527005648325354,892.346,4.376902173913043,892.346
2.562625649715792,802.598,4.438597826086956,802.598
2.6196327132518635,730.591,4.537336956521739,730.591
2.6725543960787776,669.047,4.629,669.047
2.734738785398343,602.359,4.73670652173913,602.359
2.7788496010737114,539.074,4.813108695652174,539.074
2.863475344334821,485.341,4.959684782608695,485.341
2.924247735713433,440.915,5.064945652173912,440.915
2.98929377419333,402.563,5.177608695652173,402.563
3.080320574786759,354.906,5.335271739130434,354.906
3.1551564656572624,315.088,5.464891304347826,315.088
3.2642756665341017,277.231,5.653891304347826,277.231
3.3805489903117687,246.62,5.855282608695651,246.62
3.4695989937878644,219.829,6.0095217391304345,219.829
3.5609835005263353,197.719,6.167804347826086,197.719
3.669424942391517,179.083,6.355630434782608,179.083
3.739817746407822,163.833,6.477554347826087,163.833
3.830656280609124,152.604,6.634891304347825,152.604
3.915865649685828,140.449,6.782478260869564,140.449
4.006967756836109,131.085,6.940271739130434,131.085
4.112528722901746,118.374,7.123108695652172,118.374
4.21242287056436,109.711,7.296130434782608,109.711
4.3537544511341375,99.4694,7.540923913043477,99.4694
4.531421445384437,89.2864,7.848652173913043,89.2864
4.660101524403277,80.7897,8.071532608695652,80.7897
4.840592514535482,73.615,8.384152173913042,73.615
5.018033589115228,67.6839,8.691489130434782,67.6839
5.238512360935219,60.6335,9.07336956521739,60.6335
5.419681110079081,55.2489,9.38716304347826,55.2489
5.7318456148649455,49.8914,9.927847826086957,49.8914
6.037778502071404,44.8286,10.457739130434781,44.8286
6.3919264123016015,40.32,11.071141304347824,40.32
6.699534870397992,36.1923,11.603934782608695,36.1923
7.14945389430322,31.7803,12.383217391304347,31.7803
7.516027386413803,28.6126,13.018141304347825,28.6126
7.988764297044831,25.2757,13.836945652173913,25.2757
8.440453025036053,22.7109,14.619293478260868,22.7109
9.134308813220303,19.2179,15.821086956521738,19.2179
9.85557618809825,16.4256,17.07035869565217,16.4256
10.633794146594633,14.0812,18.418271739130432,14.0812
11.313944141432033,12.2907,19.59632608695652,12.2907
12.146439300778644,10.6636,21.038249999999998,10.6636
13.397074117039436,8.78323,23.204413043478258,8.78323
14.368472220497386,7.55979,24.886923913043475,7.55979
15.816221949315203,6.23291,27.394499999999997,6.23291
17.219390196477335,5.25323,29.824858695652175,5.25323
18.431035042928613,4.52602,31.92348913043478,4.52602
18.90359168241966,4.288545961988414,32.74198123948728,4.288545961988414
