transformer/primaryAmps,transformer/primarySeconds,transformer/secondaryAmps,transformer/secondarySeconds
13.913200155509346,980.296,24.09836956521739,980.296
14.038920268474188,892.346,24.316123188405797,892.346
14.236809165087733,802.598,24.6588768115942,802.598
14.553515073621464,730.591,25.207427536231883,730.591
14.847524422659875,669.047,25.716666666666665,669.047
15.192993252213016,602.359,26.315036231884058,602.359
15.438053339298396,539.074,26.73949275362319,539.074
15.90819635741567,485.341,27.553804347826084,485.341
16.245820753963518,440.915,28.138586956521735,440.915
16.60718763440739,402.563,28.764492753623188,402.563
17.11289208214866,354.906,29.640398550724633,354.906
17.528647031429234,315.088,30.360507246376805,315.088
18.13486481407834,277.231,31.410507246376806,277.231
18.78082772395427,246.62,32.529347826086955,246.62
19.275549965488135,219.829,33.38623188405797,219.829
19.78324166959075,197.719,34.26557971014492,197.719
20.385694124397318,179.083,35.30905797101449,179.083
20.776765257821232,163.833,35.98641304347826,163.833
21.281423781161802,152.604,36.860507246376805,152.604
21.754809164921266,140.449,37.68043478260869,140.449
22.26093198242283,131.085,38.557065217391305,131.085
22.847381793898588,118.374,39.57282608695651,118.374
23.402349280913114,109.711,40.53405797101449,109.711
24.187524728522988,99.4694,41.89402173913043,99.4694
25.174563585469095,89.2864,43.60362318840579,89.2864
25.88945291335154,80.7897,44.841847826086955,80.7897
26.892180636308233,73.615,46.57862318840579,73.615
27.877964383973488,67.6839,48.286050724637676,67.6839
29.102846449640104,60.6335,50.40760869565217,60.6335
30.109339500439336,55.2489,52.150905797101444,55.2489
31.843586749249695,49.8914,55.154710144927535,49.8914
33.543213900396694,44.8286,58.09855072463768,44.8286
35.51070229056445,40.32,61.506340579710134,40.32
37.21963816887773,36.1923,64.46630434782608,36.1923
39.719188301684554,31.7803,68.79565217391303,31.7803
41.755707702298906,28.6126,72.3230072463768,28.6126
44.38202387247128,25.2757,76.87192028985507,25.2757
46.89140569464474,22.7109,81.21829710144927,22.7109
50.74616007344613,19.2179,87.89492753623188,19.2179
54.753201044990284,16.4256,94.83532608695651,16.4256
59.07663414774796,14.0812,102.32373188405796,14.0812
62.855245230177964,12.2907,108.86847826086957,12.2907
67.48021833765914,10.6636,116.87916666666666,10.6636
74.42818953910798,8.78323,128.91340579710143,8.78323
79.82484566942992,7.55979,138.26068840579708,7.55979
87.8678997184178,6.23291,152.19166666666666,6.23291
95.66327886931852,5.25323,165.69365942028983,5.25323
102.39463912738118,4.52602,177.35271739130434,4.52602
105.01995379122035,4.28854596198843,181.89989577492938,4.28854596198843
