phaseMinAmps,phaseMinSeconds,phaseTotClrAmps,phaseTotClrSeconds
500.0,0.4428409090909091,500.0,0.6052854609929079
500.0,0.4428409090909091,500.0,0.6052854609929079
489.7959183673469,0.4431100669916288,489.7959183673469,0.6056955326160413
479.80008329862557,0.44339056489977857,479.80008329862557,0.6061228859110115
470.00824486395976,0.4436828809492045,470.00824486395976,0.6065682499428937
460.4162398667361,0.4439875134647575,460.4162398667361,0.6070323845995678
451.0199900735374,0.4443049818176201,451.0199900735374,0.6075160819004619
441.8155004801999,0.4446358273170977,441.8155004801999,0.6080201673613502
432.79885761325704,0.4449806141404482,432.79885761325704,0.608545501417647
423.9662278660477,0.4453399303023938,423.9662278660477,0.6090929809087507
415.3138558687814,0.44571438866603263,415.3138558687814,0.6096635406261047
406.8380628918675,0.44610462799694195,406.8380628918675,0.6102581549277628
398.53524528182936,0.44651131406234745,398.53524528182936,0.6108778394223752
390.40187292913896,0.4469351407773141,390.40187292913896,0.6115236527256424
382.4344877673198,0.4473768314000033,382.4344877673198,0.6121966982924233
374.62970230268064,0.4478371397781319,374.62970230268064,0.6128981263278303
366.9841981740545,0.4483168516488639,366.9841981740545,0.6136291357807975
359.4947247419309,0.44881678599446906,359.4947247419309,0.6143909764237685
352.1580977063813,0.44933779645618355,352.1580977063813,0.6151849510223181
344.9711977531898,0.44988077280882155,344.9711977531898,0.6160124175987002
337.9309692276145,0.4504466424988033,337.9309692276145,0.6168747917935026
331.03441883521424,0.45103637224838056,331.03441883521424,0.6177735493297764
324.2786143691895,0.45165096972897645,324.2786143691895,0.6187102285842255
317.6606834636958,0.4522914853066805,317.6606834636958,0.6196864332702458
311.1778123726,0.4529590138630889,311.1778123726,0.6207038352378367
304.8272447731592,0.45365469669482017,304.8272447731592,0.6217641773956465
298.6062805941151,0.4543797234951933,298.6062805941151,0.6228692767606606
292.5122748677046,0.4551353344217184,292.5122748677046,0.6240210276413076
286.5426366050984,0.45592282225321734,286.5426366050984,0.6252214049600389
280.69482769479026,0.45674353464057316,280.69482769479026,0.6264724677217245
274.966361823468,0.4575988764552936,274.966361823468,0.6277763626345241
269.3548034189074,0.4584903122402708,269.3548034189074,0.6291353278902078
263.8577666144399,0.45941936876732803,263.8577666144399,0.6305516971112558
258.4729142345534,0.4603876377063634,258.4729142345534,0.6320279034724161
253.19795680119518,0.4613967784111269,253.19795680119518,0.6335664840047892
248.03065156035447,0.4624485208269129,248.03065156035447,0.6351700840909097
242.9688015285105,0.4635446685257012,242.9688015285105,0.6368414621597142
238.0102545585409,0.4646871018745522,238.0102545585409,0.6385834945907463
233.15290242469314,0.4658777813433381,233.15290242469314,0.6403991808374107
228.39467992623003,0.4671187509581972,228.39467992623003,0.6422916487796004
223.7335640093682,0.4684121419074049,223.7335640093682,0.644264160316549
219.1675729071362,0.4697601763066922,219.1675729071362,0.6463201172113189
214.69476529678647,0.47116517113138856,214.69476529678647,0.6484630671989402
210.31323947440308,0.47262954232313537,210.31323947440308,0.6506967103708329
206.02113254635404,0.47415580907930677,206.02113254635404,0.6530249058488259
201.81661963724477,0.47574659833368527,201.81661963724477,0.6554516787627871
197.69791311403569,0.47740464943737626,197.69791311403569,0.657981227546631
193.66326182599414,0.4791328190494005,193.66326182599414,0.6606179315682726
189.71095036015754,0.48093408624690026,189.71095036015754,0.6633663591099384
185.83929831199106,0.48281155786539764,185.83929831199106,0.6662312757161474
182.04665957093002,0.48476847408009915,182.04665957093002,0.6692176529276362
178.33142162050288,0.48680821423981335,178.33142162050288,0.672330677420511
174.6920048527375,0.4889343029656613,174.6920048527375,0.6755757605710021
171.1268618965592,0.4911504165274112,171.1268618965592,0.6789585484673457
167.63447695989473,0.4934603895109557,167.63447695989473,0.6824849323915466
164.213365185203,0.49586822179118273,164.213365185203,0.6861610597950881
160.86207201815805,0.49837808582526777,160.86207201815805,0.6899933457940522
157.57917258921606,0.5009943342822404,157.57917258921606,0.6939884852106051
154.36327110780348,0.5037215080255583,154.36327110780348,0.6981534651893982
151.2130002688687,0.5065643444663511,151.2130002688687,0.702495578419136
148.12702067154487,0.5095277863059957,148.12702067154487,0.7070224369913839
145.1040202496766,0.5126169906877411,145.1040202496766,0.71174198693064
142.14271371396893,0.5158373387782271,142.14271371396893,0.7166625234317764
139.2418420055206,0.5191944458009483,139.2418420055206,0.7217927068431975
136.40017176050998,0.522694171544994,136.40017176050998,0.7271415794364516
133.61649478580568,0.5263426313737685,133.61649478580568,0.7327185830056098
130.88962754527904,0.530146207759856,130.88962754527904,0.7385335773424793
128.21841065659987,0.5341115623737617,128.21841065659987,0.7445968596366906
125.60170839830191,0.5382456487559297,125.60170839830191,0.7509191848528747
123.03840822690799,0.5425557256032344,123.03840822690799,0.7575117871405813
120.52742030390986,0.5470493707030505,120.52742030390986,0.7643864023362767
118.0676770324015,0.5517344955500695,118.0676770324015,0.7715552916207313
115.65813260316882,0.5566193606832273,115.65813260316882,0.7790312663993947
113.29776255004293,0.5617125917824705,113.29776255004293,0.7868277144779707
110.98556331432778,0.5670231965676303,110.98556331432778,0.7949586276104014
108.720551818117,0.5725605825443943,108.720551818117,0.803438630501847
106.5017650463187,0.5783345756452951,106.5017650463187,0.8122830113550839
104.32825963721015,0.5843554398167957,104.32825963721015,0.8215077540550336
102.19911148134872,0.5906338976069333,102.19911148134872,0.8311295720929693
100.11341532866814,0.5971811518116498,100.11341532866814,0.8411659443393303
98.07028440359328,0.6040089082418714,98.07028440359328,0.851635152782094
96.06885002800973,0.6111293996776572,96.06885002800973,0.8625563223563553
94.1082612519279,0.6185554110803251,94.1082612519279,0.8739494630002062
92.18768449168448,0.626300306138424,92.18768449168448,0.8858355140822829
90.30630317552766,0.6343780552287861,90.30630317552766,0.8982363913575094
88.46331739643526,0.6428032648796925,88.46331739643526,0.9111750366197383
86.65794357201821,0.6515912088294777,86.65794357201821,0.9246754702332294
84.88941411136477,0.6607578607806954,84.88941411136477,0.9387628467393644
83.15697708868386,0.6703199289573696,83.15697708868386,0.9534635137507702
81.45989592360868,0.6802948925808568,81.45989592360868,0.9688050743622433
79.79744906802483,0.6907010403885645,79.79744906802483,0.9848164533267237
78.16892969928963,0.7015575113292272,78.16892969928963,1.0015279672651691
