transformer/primaryAmps,transformer/primarySeconds,transformer/secondaryAmps,transformer/secondarySeconds
8.347920093305607,980.296,14.459021739130433,980.296
8.423352161084512,892.346,14.589673913043477,892.346
8.54208549905264,802.598,14.79532608695652,802.598
8.732109044172878,730.591,15.12445652173913,730.591
8.908514653595924,669.047,15.429999999999996,669.047
9.11579595132781,602.359,15.789021739130433,602.359
9.262832003579037,539.074,16.043695652173913,539.074
9.544917814449402,485.341,16.53228260869565,485.341
9.747492452378111,440.915,16.883152173913043,440.915
9.964312580644433,402.563,17.258695652173913,402.563
10.267735249289197,354.906,17.78423913043478,354.906
10.517188218857541,315.088,18.216304347826085,315.088
10.880918888447006,277.231,18.846304347826088,277.231
11.268496634372562,246.62,19.51760869565217,246.62
11.565329979292882,219.829,20.031739130434783,219.829
11.86994500175445,197.719,20.559347826086952,197.719
12.231416474638392,179.083,21.185434782608695,179.083
12.46605915469274,163.833,21.591847826086955,163.833
12.768854268697082,152.604,22.116304347826084,152.604
13.05288549895276,140.449,22.608260869565214,140.449
13.356559189453696,131.085,23.134239130434782,131.085
13.708429076339154,118.374,23.74369565217391,118.374
14.041409568547868,109.711,24.320434782608693,109.711
14.512514837113793,99.4694,25.136413043478257,99.4694
15.104738151281456,89.2864,26.162173913043475,89.2864
15.533671748010924,80.7897,26.905108695652174,80.7897
16.13530838178494,73.615,27.947173913043482,73.615
16.726778630384093,67.6839,28.971630434782604,67.6839
17.461707869784064,60.6335,30.244565217391305,60.6335
18.0656037002636,55.2489,31.290543478260865,55.2489
19.106152049549816,49.8914,33.09282608695652,49.8914
20.125928340238016,44.8286,34.85913043478261,44.8286
21.306421374338672,40.32,36.90380434782608,40.32
22.331782901326637,36.1923,38.679782608695646,36.1923
23.831512981010736,31.7803,41.27739130434782,31.7803
25.053424621379346,28.6126,43.39380434782609,28.6126
26.62921432348277,25.2757,46.12315217391304,25.2757
28.134843416786843,22.7109,48.73097826086956,22.7109
30.447696044067676,19.2179,52.736956521739124,19.2179
32.85192062699417,16.4256,56.90119565217391,16.4256
35.44598048864878,14.0812,61.394239130434784,14.0812
37.71314713810678,12.2907,65.32108695652174,12.2907
40.48813100259548,10.6636,70.1275,10.6636
44.65691372346479,8.78323,77.34804347826086,8.78323
47.89490740165795,7.55979,82.95641304347825,7.55979
52.72073983105068,6.23291,91.315,6.23291
57.39796732159111,5.25323,99.41619565217391,5.25323
61.436783476428715,4.52602,106.41163043478261,4.52602
63.01197227473221,4.288545961988414,109.13993746495763,4.288545961988414
